num samples: 10000
NUM_TRAIN_SAMPLES: 9999
NUM_TRAIN_BATCHES: 100
NUM_TEST_SAMPLES: 9999
NUM_TEST_BATCHES: 100
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 20
IS_CONTINUOUS: False
USE_MAX: False
../data/final/netrd/SIS/timeseries_ba20_10k_0.1.pickle
../data/final/edges_ba20.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 20
NUM_DYN_EPOCHS_INIT: 20
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 1
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: timeseries
--------------------- Start training ------------------------
evaluating individudal 0 - 6d06be3a329eb804. Mean loss in evaluation epoch: 0.32334470748901367, epochs needed: 20
evaluating individudal 0 - c576d5fcb826577f. Mean loss in evaluation epoch: 0.31695911288261414, epochs needed: 20
evaluating individudal 1 - 2211c5b833adc80c. Mean loss in evaluation epoch: 0.3168646991252899, epochs needed: 20
evaluating individudal 2 - edf7f7d417daba24. Mean loss in evaluation epoch: 0.31672343611717224, epochs needed: 20
evaluating individudal 3 - 9237e07d96c39b54. Mean loss in evaluation epoch: 0.3167472779750824, epochs needed: 20
evaluating individudal 4 - f51cc4b3d30054e3. Mean loss in evaluation epoch: 0.3168340027332306, epochs needed: 20
evaluating individudal 5 - 817567e79763598c. Mean loss in evaluation epoch: 0.3174782693386078, epochs needed: 20
evaluating individudal 6 - 6b243068a17bc671. Mean loss in evaluation epoch: 0.3171316385269165, epochs needed: 20
evaluating individudal 7 - 13f39c03e42f1b5a. Mean loss in evaluation epoch: 0.3175870478153229, epochs needed: 20
evaluating individudal 8 - f24ebe174b0e8c6e. Mean loss in evaluation epoch: 0.3171289563179016, epochs needed: 20
evaluating individudal 9 - 4d5eec5ca49d5a1e. Mean loss in evaluation epoch: 0.3185203969478607, epochs needed: 20
Round 36 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 2035212b26fdd360, num_times_seen_before: 0
ACC: 0.5052631578947369
TPR/FPR: 0.4722222222222222, 0.487012987012987
Loss: 0.31666359305381775
Timestamp: 20097.512390620002
---------------------------------------------------------------
evaluating individudal 0 - 806778bea7ac36c7. Mean loss in evaluation epoch: 0.318820595741272, epochs needed: 20
evaluating individudal 1 - 63c5d6f21647ecc0. Mean loss in evaluation epoch: 0.31792131066322327, epochs needed: 20
evaluating individudal 2 - 32e417902757d252. Mean loss in evaluation epoch: 0.31841129064559937, epochs needed: 20
evaluating individudal 3 - cb8793c58bcbb439. Mean loss in evaluation epoch: 0.3189585506916046, epochs needed: 20
evaluating individudal 4 - 5fb9f3f5a2b9b69b. Mean loss in evaluation epoch: 0.3184697926044464, epochs needed: 20
evaluating individudal 5 - da539c4efc553a6d. Mean loss in evaluation epoch: 0.31859180331230164, epochs needed: 20
evaluating individudal 6 - 080b14e4561d1739. Mean loss in evaluation epoch: 0.31759902834892273, epochs needed: 20
evaluating individudal 7 - f8b9d2640d5a06ae. Mean loss in evaluation epoch: 0.3184024393558502, epochs needed: 20
evaluating individudal 8 - c4ad028ed014cdf3. Mean loss in evaluation epoch: 0.3201487958431244, epochs needed: 20
evaluating individudal 9 - 26d9875cdc77f0aa. Mean loss in evaluation epoch: 0.3181554973125458, epochs needed: 20
evaluating individudal 10 - 041c2c760cff8e9c. Mean loss in evaluation epoch: 0.31807026267051697, epochs needed: 20
evaluating individudal 11 - a41e90b9cac8af5b. Mean loss in evaluation epoch: 0.31960761547088623, epochs needed: 20
evaluating individudal 12 - f21339e2f6f90521. Mean loss in evaluation epoch: 0.32066959142684937, epochs needed: 20
evaluating individudal 13 - f99acf3c0b479670. Mean loss in evaluation epoch: 0.3183238208293915, epochs needed: 20
evaluating individudal 14 - 6048b504c9008aaf. Mean loss in evaluation epoch: 0.31760507822036743, epochs needed: 20
evaluating individudal 15 - 726af0e470b14ee9. Mean loss in evaluation epoch: 0.3184250295162201, epochs needed: 20
evaluating individudal 16 - 2587f39ce5ae4358. Mean loss in evaluation epoch: 0.3178294003009796, epochs needed: 20
evaluating individudal 17 - 85b419fda08950e6. Mean loss in evaluation epoch: 0.31836313009262085, epochs needed: 20
evaluating individudal 18 - 727321c2766413d3. Mean loss in evaluation epoch: 0.3177764117717743, epochs needed: 20
evaluating individudal 19 - 5586012ffd108aa0. Mean loss in evaluation epoch: 0.318337619304657, epochs needed: 20
evaluating individudal 20 - 0451724c7ab8f537. Mean loss in evaluation epoch: 0.31912872195243835, epochs needed: 20
evaluating individudal 21 - 593c9f37a7f1de32. Mean loss in evaluation epoch: 0.31652072072029114, epochs needed: 20
evaluating individudal 22 - 760aee6437cbf610. Mean loss in evaluation epoch: 0.3176787495613098, epochs needed: 20
evaluating individudal 23 - e8005099adb3fad9. Mean loss in evaluation epoch: 0.3183342218399048, epochs needed: 20
evaluating individudal 24 - 56fc7e54d239952b. Mean loss in evaluation epoch: 0.31909751892089844, epochs needed: 20
evaluating individudal 25 - a63da10d65556f9e. Mean loss in evaluation epoch: 0.31790345907211304, epochs needed: 20
evaluating individudal 26 - d9f6007c00b17f0b. Mean loss in evaluation epoch: 0.3188456594944, epochs needed: 20
evaluating individudal 27 - 40d3bfa87cf4281d. Mean loss in evaluation epoch: 0.320478618144989, epochs needed: 20
evaluating individudal 28 - 63d2a0aeb3ec6596. Mean loss in evaluation epoch: 0.31924599409103394, epochs needed: 20
evaluating individudal 29 - f5e2a71fc0d887cb. Mean loss in evaluation epoch: 0.3187333941459656, epochs needed: 20
evaluating individudal 30 - c1cf5ec3995b0282. Mean loss in evaluation epoch: 0.316947877407074, epochs needed: 20
evaluating individudal 31 - 5878b0b7c0d7c79c. Mean loss in evaluation epoch: 0.31771862506866455, epochs needed: 20
evaluating individudal 32 - 06d3cac72ebc459e. Mean loss in evaluation epoch: 0.31669437885284424, epochs needed: 20
evaluating individudal 33 - 7bc1824429ffb02f. Mean loss in evaluation epoch: 0.31942299008369446, epochs needed: 20
evaluating individudal 34 - 0ab044da29b29bb9. Mean loss in evaluation epoch: 0.31851619482040405, epochs needed: 20
evaluating individudal 35 - ce212ca751f2389c. Mean loss in evaluation epoch: 0.317118376493454, epochs needed: 20
evaluating individudal 36 - c06aee87628e18ca. Mean loss in evaluation epoch: 0.3177475035190582, epochs needed: 20
evaluating individudal 37 - a0dae2b44216bfe9. Mean loss in evaluation epoch: 0.31839486956596375, epochs needed: 20
evaluating individudal 38 - 25f08e73de5b2948. Mean loss in evaluation epoch: 0.3192335367202759, epochs needed: 20
evaluating individudal 39 - 62fd63198c67abf3. Mean loss in evaluation epoch: 0.3184252381324768, epochs needed: 20
evaluating individudal 0 - 2035212b26fdd360. Mean loss in evaluation epoch: 0.31660982966423035, epochs needed: 20
evaluating individudal 1 - edf7f7d417daba24. Mean loss in evaluation epoch: 0.31701767444610596, epochs needed: 20
evaluating individudal 2 - 9237e07d96c39b54. Mean loss in evaluation epoch: 0.31747764348983765, epochs needed: 20
evaluating individudal 3 - f51cc4b3d30054e3. Mean loss in evaluation epoch: 0.3167761266231537, epochs needed: 20
evaluating individudal 4 - 2211c5b833adc80c. Mean loss in evaluation epoch: 0.31678906083106995, epochs needed: 20
evaluating individudal 5 - c576d5fcb826577f. Mean loss in evaluation epoch: 0.3162771761417389, epochs needed: 20
evaluating individudal 6 - c31ed4f338287d78. Mean loss in evaluation epoch: 0.31751489639282227, epochs needed: 20
evaluating individudal 7 - e0450aef33e9c0cf. Mean loss in evaluation epoch: 0.3176112473011017, epochs needed: 20
evaluating individudal 8 - f24ebe174b0e8c6e. Mean loss in evaluation epoch: 0.3178313672542572, epochs needed: 20
evaluating individudal 9 - 6b243068a17bc671. Mean loss in evaluation epoch: 0.3175273835659027, epochs needed: 20
Round 37 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c576d5fcb826577f, num_times_seen_before: 6
ACC: 0.49473684210526314
TPR/FPR: 0.3055555555555556, 0.461038961038961
Loss: 0.3162771761417389
Timestamp: 20614.266481243
---------------------------------------------------------------
evaluating individudal 0 - e1752429c450a15b. Mean loss in evaluation epoch: 0.31728506088256836, epochs needed: 20
evaluating individudal 1 - fce0df6621403bc6. Mean loss in evaluation epoch: 0.31886976957321167, epochs needed: 20
evaluating individudal 2 - 8a1b5d6a02a32f53. Mean loss in evaluation epoch: 0.31963327527046204, epochs needed: 20
evaluating individudal 3 - 9662a2e86a56b3f6. Mean loss in evaluation epoch: 0.3182997405529022, epochs needed: 20
evaluating individudal 4 - ebddbf8ac81a67e1. Mean loss in evaluation epoch: 0.3194899260997772, epochs needed: 20
evaluating individudal 5 - 79435bec377673a4. Mean loss in evaluation epoch: 0.3187721073627472, epochs needed: 20
evaluating individudal 6 - c00aef830aa8b3d7. Mean loss in evaluation epoch: 0.3185144066810608, epochs needed: 20
evaluating individudal 7 - e90bb7656c583f39. Mean loss in evaluation epoch: 0.3184189200401306, epochs needed: 20
evaluating individudal 8 - 162926df349995be. Mean loss in evaluation epoch: 0.3185613453388214, epochs needed: 20
evaluating individudal 9 - 72a811d98d7314e4. Mean loss in evaluation epoch: 0.31742632389068604, epochs needed: 20
evaluating individudal 10 - fccefe32cccd12de. Mean loss in evaluation epoch: 0.31896400451660156, epochs needed: 20
evaluating individudal 11 - 494445f2dde507ec. Mean loss in evaluation epoch: 0.31914180517196655, epochs needed: 20
evaluating individudal 12 - d26c122a7da6ca1d. Mean loss in evaluation epoch: 0.3176881670951843, epochs needed: 20
evaluating individudal 13 - 5adb52045546fb30. Mean loss in evaluation epoch: 0.31769469380378723, epochs needed: 20
evaluating individudal 14 - d65d670bd7530fe5. Mean loss in evaluation epoch: 0.3202422559261322, epochs needed: 20
evaluating individudal 15 - 76f4a92f5258a72b. Mean loss in evaluation epoch: 0.31845325231552124, epochs needed: 20
evaluating individudal 16 - 43095edb853505f0. Mean loss in evaluation epoch: 0.31920355558395386, epochs needed: 20
evaluating individudal 17 - eadc56d921a898e8. Mean loss in evaluation epoch: 0.3172045946121216, epochs needed: 20
evaluating individudal 18 - 5c5f151551ac8f52. Mean loss in evaluation epoch: 0.3184675872325897, epochs needed: 20
evaluating individudal 19 - c2ff3f2e3b9874e3. Mean loss in evaluation epoch: 0.317569375038147, epochs needed: 20
evaluating individudal 20 - ebd679a628529d45. Mean loss in evaluation epoch: 0.31776413321495056, epochs needed: 20
evaluating individudal 21 - 647aeac23c3995bb. Mean loss in evaluation epoch: 0.320116251707077, epochs needed: 20
evaluating individudal 22 - 8e79e6be981d313a. Mean loss in evaluation epoch: 0.3191002607345581, epochs needed: 20
evaluating individudal 23 - 2f01d5a45062b12b. Mean loss in evaluation epoch: 0.31764328479766846, epochs needed: 20
evaluating individudal 24 - ea61a14dfc4bb48a. Mean loss in evaluation epoch: 0.3200431764125824, epochs needed: 20
evaluating individudal 25 - e1f0e9fc5cda3e44. Mean loss in evaluation epoch: 0.3186160624027252, epochs needed: 20
evaluating individudal 26 - 45132a721da35ba8. Mean loss in evaluation epoch: 0.31854960322380066, epochs needed: 20
evaluating individudal 27 - d5fd810396223a13. Mean loss in evaluation epoch: 0.3174229860305786, epochs needed: 20
evaluating individudal 28 - bd831e93d9aedebe. Mean loss in evaluation epoch: 0.3170311450958252, epochs needed: 20
evaluating individudal 29 - 7e1c6fee2235e4dd. Mean loss in evaluation epoch: 0.3184838593006134, epochs needed: 20
evaluating individudal 30 - 60b2bb8481bb8f18. Mean loss in evaluation epoch: 0.3181077539920807, epochs needed: 20
evaluating individudal 31 - 644e6e75e6a17d4b. Mean loss in evaluation epoch: 0.31974777579307556, epochs needed: 20
evaluating individudal 32 - 90e66f80f79a1bc6. Mean loss in evaluation epoch: 0.3183830976486206, epochs needed: 20
evaluating individudal 33 - e883fc9e4ffb5686. Mean loss in evaluation epoch: 0.3191252648830414, epochs needed: 20
evaluating individudal 34 - b3c938a2452f101d. Mean loss in evaluation epoch: 0.3171863555908203, epochs needed: 20
evaluating individudal 35 - cd209aa6a38b3b31. Mean loss in evaluation epoch: 0.3183301091194153, epochs needed: 20
evaluating individudal 36 - 33e5881103c4ce96. Mean loss in evaluation epoch: 0.31825485825538635, epochs needed: 20
evaluating individudal 37 - 7098637728521bd0. Mean loss in evaluation epoch: 0.3184349238872528, epochs needed: 20
evaluating individudal 38 - 4a33f8dd7778ab06. Mean loss in evaluation epoch: 0.3190435767173767, epochs needed: 20
evaluating individudal 39 - 496d456e6dfd8bef. Mean loss in evaluation epoch: 0.3172725737094879, epochs needed: 20
evaluating individudal 0 - c576d5fcb826577f. Mean loss in evaluation epoch: 0.316344290971756, epochs needed: 20
evaluating individudal 1 - 593c9f37a7f1de32. Mean loss in evaluation epoch: 0.316619336605072, epochs needed: 20
evaluating individudal 2 - 2035212b26fdd360. Mean loss in evaluation epoch: 0.31689906120300293, epochs needed: 20
evaluating individudal 3 - 06d3cac72ebc459e. Mean loss in evaluation epoch: 0.31669187545776367, epochs needed: 20
evaluating individudal 4 - f51cc4b3d30054e3. Mean loss in evaluation epoch: 0.31687790155410767, epochs needed: 20
evaluating individudal 5 - 2211c5b833adc80c. Mean loss in evaluation epoch: 0.31648436188697815, epochs needed: 20
evaluating individudal 6 - c1cf5ec3995b0282. Mean loss in evaluation epoch: 0.3170493245124817, epochs needed: 20
evaluating individudal 7 - edf7f7d417daba24. Mean loss in evaluation epoch: 0.3172137439250946, epochs needed: 20
evaluating individudal 8 - ce212ca751f2389c. Mean loss in evaluation epoch: 0.31712865829467773, epochs needed: 20
evaluating individudal 9 - 9237e07d96c39b54. Mean loss in evaluation epoch: 0.31720516085624695, epochs needed: 20
Round 38 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c576d5fcb826577f, num_times_seen_before: 7
ACC: 0.49473684210526314
TPR/FPR: 0.3055555555555556, 0.461038961038961
Loss: 0.316344290971756
Timestamp: 21131.314149826
---------------------------------------------------------------
evaluating individudal 0 - c1349a9701d96324. Mean loss in evaluation epoch: 0.31826940178871155, epochs needed: 20
evaluating individudal 1 - cfe8eed0b79b6b66. Mean loss in evaluation epoch: 0.319335013628006, epochs needed: 20
evaluating individudal 2 - 641f5f683e5f5dbe. Mean loss in evaluation epoch: 0.31918570399284363, epochs needed: 20
evaluating individudal 3 - 22e07f134351a01a. Mean loss in evaluation epoch: 0.3206709325313568, epochs needed: 20
evaluating individudal 4 - 6cfe2cb0c23a60ff. Mean loss in evaluation epoch: 0.31722018122673035, epochs needed: 20
evaluating individudal 5 - ea8edf6a4bd7aa8e. Mean loss in evaluation epoch: 0.3175329566001892, epochs needed: 20
evaluating individudal 6 - eb2aff2237f2abac. Mean loss in evaluation epoch: 0.3190501928329468, epochs needed: 20
evaluating individudal 7 - 1452900c96ac6007. Mean loss in evaluation epoch: 0.31718188524246216, epochs needed: 20
evaluating individudal 8 - b4d45773e57c7682. Mean loss in evaluation epoch: 0.3193507492542267, epochs needed: 20
evaluating individudal 9 - 1bb0ffd7601c86ee. Mean loss in evaluation epoch: 0.3174586892127991, epochs needed: 20
evaluating individudal 10 - e9fe2f022e1eccf5. Mean loss in evaluation epoch: 0.31771862506866455, epochs needed: 20
evaluating individudal 11 - a2ef66f6c6255712. Mean loss in evaluation epoch: 0.31886935234069824, epochs needed: 20
evaluating individudal 12 - df67a87a02d58e7b. Mean loss in evaluation epoch: 0.31928035616874695, epochs needed: 20
evaluating individudal 13 - 65c69e35eb775bb6. Mean loss in evaluation epoch: 0.31975099444389343, epochs needed: 20
evaluating individudal 14 - bdbc2577724144f8. Mean loss in evaluation epoch: 0.3174172043800354, epochs needed: 20
evaluating individudal 15 - 97d51da58d65b3f5. Mean loss in evaluation epoch: 0.3176850378513336, epochs needed: 20
evaluating individudal 16 - 98234c8d473517f6. Mean loss in evaluation epoch: 0.32034456729888916, epochs needed: 20
evaluating individudal 17 - d67611418cbd822a. Mean loss in evaluation epoch: 0.3170861601829529, epochs needed: 20
evaluating individudal 18 - 441d03664528c456. Mean loss in evaluation epoch: 0.3177008032798767, epochs needed: 20
evaluating individudal 19 - 8c4e02f97969f163. Mean loss in evaluation epoch: 0.3170503079891205, epochs needed: 20
evaluating individudal 20 - 42f398625b6996a0. Mean loss in evaluation epoch: 0.3184663653373718, epochs needed: 20
evaluating individudal 21 - 57cf608634dc0ecc. Mean loss in evaluation epoch: 0.31910187005996704, epochs needed: 20
evaluating individudal 22 - 3e7cffd579484b7a. Mean loss in evaluation epoch: 0.31878718733787537, epochs needed: 20
evaluating individudal 23 - a23586287089c260. Mean loss in evaluation epoch: 0.31823617219924927, epochs needed: 20
evaluating individudal 24 - 70d206d9e9be3b8f. Mean loss in evaluation epoch: 0.31770408153533936, epochs needed: 20
evaluating individudal 25 - bd58c608d1b10ac7. Mean loss in evaluation epoch: 0.31719017028808594, epochs needed: 20
evaluating individudal 26 - 927c05b1bd6fa687. Mean loss in evaluation epoch: 0.31719186902046204, epochs needed: 20
evaluating individudal 27 - 0b24a8fac121ae9e. Mean loss in evaluation epoch: 0.3192080557346344, epochs needed: 20
evaluating individudal 28 - afc1654d71cb8ed9. Mean loss in evaluation epoch: 0.3174247443675995, epochs needed: 20
evaluating individudal 29 - 1894f821a1c65888. Mean loss in evaluation epoch: 0.31831657886505127, epochs needed: 20
evaluating individudal 30 - 345649ed9ffe979c. Mean loss in evaluation epoch: 0.31901606917381287, epochs needed: 20
evaluating individudal 31 - f097d15efc386dba. Mean loss in evaluation epoch: 0.3189605176448822, epochs needed: 20
evaluating individudal 32 - 14220138311d9634. Mean loss in evaluation epoch: 0.3182013928890228, epochs needed: 20
evaluating individudal 33 - 3b3c990616c77aab. Mean loss in evaluation epoch: 0.31765615940093994, epochs needed: 20
evaluating individudal 34 - 1379a444f66850f6. Mean loss in evaluation epoch: 0.3182092607021332, epochs needed: 20
evaluating individudal 35 - f51b9da26660ee93. Mean loss in evaluation epoch: 0.31685611605644226, epochs needed: 20
evaluating individudal 36 - 5dfe54da1edc732c. Mean loss in evaluation epoch: 0.31728771328926086, epochs needed: 20
evaluating individudal 37 - 71da11a2be15b422. Mean loss in evaluation epoch: 0.3171016573905945, epochs needed: 20
evaluating individudal 38 - d195c93f504dc269. Mean loss in evaluation epoch: 0.32020166516304016, epochs needed: 20
evaluating individudal 39 - 3e0daeb65a4d6a0a. Mean loss in evaluation epoch: 0.31781721115112305, epochs needed: 20
evaluating individudal 0 - c576d5fcb826577f. Mean loss in evaluation epoch: 0.31646728515625, epochs needed: 20
evaluating individudal 1 - 2211c5b833adc80c. Mean loss in evaluation epoch: 0.3166552782058716, epochs needed: 20
evaluating individudal 2 - 593c9f37a7f1de32. Mean loss in evaluation epoch: 0.3168150782585144, epochs needed: 20
evaluating individudal 3 - 06d3cac72ebc459e. Mean loss in evaluation epoch: 0.31695353984832764, epochs needed: 20
evaluating individudal 4 - f51cc4b3d30054e3. Mean loss in evaluation epoch: 0.3172653615474701, epochs needed: 20
evaluating individudal 5 - 2035212b26fdd360. Mean loss in evaluation epoch: 0.3170362412929535, epochs needed: 20
evaluating individudal 6 - bd831e93d9aedebe. Mean loss in evaluation epoch: 0.3170660436153412, epochs needed: 20
evaluating individudal 7 - c1cf5ec3995b0282. Mean loss in evaluation epoch: 0.31777578592300415, epochs needed: 20
evaluating individudal 8 - ce212ca751f2389c. Mean loss in evaluation epoch: 0.31712982058525085, epochs needed: 20
evaluating individudal 9 - b3c938a2452f101d. Mean loss in evaluation epoch: 0.31794866919517517, epochs needed: 20
Round 39 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c576d5fcb826577f, num_times_seen_before: 8
ACC: 0.49473684210526314
TPR/FPR: 0.3055555555555556, 0.461038961038961
Loss: 0.31646728515625
Timestamp: 21650.478670083
---------------------------------------------------------------
evaluating individudal 0 - 188d99eff02a0849. Mean loss in evaluation epoch: 0.3183255195617676, epochs needed: 20
evaluating individudal 1 - 662d08ef9e5a6a5b. Mean loss in evaluation epoch: 0.31922420859336853, epochs needed: 20
evaluating individudal 2 - e9cee3fd4a3c0421. Mean loss in evaluation epoch: 0.3191074728965759, epochs needed: 20
evaluating individudal 3 - 005ebbf9f288ad87. Mean loss in evaluation epoch: 0.3191828727722168, epochs needed: 20
evaluating individudal 4 - 767f3e255cd6ca9a. Mean loss in evaluation epoch: 0.31741487979888916, epochs needed: 20
evaluating individudal 5 - 1f35854c85af822c. Mean loss in evaluation epoch: 0.3209964632987976, epochs needed: 20
evaluating individudal 6 - b231c55bc24de981. Mean loss in evaluation epoch: 0.3180162310600281, epochs needed: 20
evaluating individudal 7 - 110bf2cd4b19ad01. Mean loss in evaluation epoch: 0.3179558217525482, epochs needed: 20
evaluating individudal 8 - 8c442bd73cac7f45. Mean loss in evaluation epoch: 0.3168639540672302, epochs needed: 20
evaluating individudal 9 - 2a2daae88e437443. Mean loss in evaluation epoch: 0.3195713460445404, epochs needed: 20
evaluating individudal 10 - 2fa7b8282629d882. Mean loss in evaluation epoch: 0.31723281741142273, epochs needed: 20
evaluating individudal 11 - 6a5c49fd06c6660a. Mean loss in evaluation epoch: 0.32080039381980896, epochs needed: 20
evaluating individudal 12 - 9c54c561dda6eeb9. Mean loss in evaluation epoch: 0.318243145942688, epochs needed: 20
evaluating individudal 13 - eaa55b9be726a157. Mean loss in evaluation epoch: 0.3178023099899292, epochs needed: 20
evaluating individudal 14 - 8615f8166677e08c. Mean loss in evaluation epoch: 0.31818243861198425, epochs needed: 20
evaluating individudal 15 - ea583f5c369f6cab. Mean loss in evaluation epoch: 0.318619042634964, epochs needed: 20
evaluating individudal 16 - 1585cd8b5bfc6f93. Mean loss in evaluation epoch: 0.31798213720321655, epochs needed: 20
evaluating individudal 17 - 644b2b8416229879. Mean loss in evaluation epoch: 0.317770391702652, epochs needed: 20
evaluating individudal 18 - 2db28e32785c9888. Mean loss in evaluation epoch: 0.32036092877388, epochs needed: 20
evaluating individudal 19 - c1dd376fd4e87d28. Mean loss in evaluation epoch: 0.3180127739906311, epochs needed: 20
evaluating individudal 20 - 9ac0b74e80416c85. Mean loss in evaluation epoch: 0.31822437047958374, epochs needed: 20
evaluating individudal 21 - 68c0aa05a8de018a. Mean loss in evaluation epoch: 0.3180731236934662, epochs needed: 20
evaluating individudal 22 - d66179645a520368. Mean loss in evaluation epoch: 0.31754255294799805, epochs needed: 20
evaluating individudal 23 - a605cb05fdcec9be. Mean loss in evaluation epoch: 0.3202533721923828, epochs needed: 20
evaluating individudal 24 - 07b7f2a700181fcb. Mean loss in evaluation epoch: 0.32028287649154663, epochs needed: 20
evaluating individudal 25 - ef1f1a8631c5a8a6. Mean loss in evaluation epoch: 0.31874436140060425, epochs needed: 20
evaluating individudal 26 - 05f8882d0c9262c0. Mean loss in evaluation epoch: 0.3215058743953705, epochs needed: 20
evaluating individudal 27 - 596b5c57da18ff6c. Mean loss in evaluation epoch: 0.31781986355781555, epochs needed: 20
evaluating individudal 28 - 750f63d8ff0a5124. Mean loss in evaluation epoch: 0.3188766539096832, epochs needed: 20
evaluating individudal 29 - 4281de27057d7ab8. Mean loss in evaluation epoch: 0.31751903891563416, epochs needed: 20
evaluating individudal 30 - 0a48d46321852abc. Mean loss in evaluation epoch: 0.31700438261032104, epochs needed: 20
evaluating individudal 31 - 3619e0f9a44d51df. Mean loss in evaluation epoch: 0.3176003694534302, epochs needed: 20
evaluating individudal 32 - d110e03ca6de2394. Mean loss in evaluation epoch: 0.31860458850860596, epochs needed: 20
evaluating individudal 33 - b24cf5c0b25cf6d3. Mean loss in evaluation epoch: 0.31797564029693604, epochs needed: 20
evaluating individudal 34 - 5a7101dc1e1b6358. Mean loss in evaluation epoch: 0.3170629143714905, epochs needed: 20
evaluating individudal 35 - 6f5ba672ce96c9fc. Mean loss in evaluation epoch: 0.3163549602031708, epochs needed: 20
evaluating individudal 36 - 711af145446bf389. Mean loss in evaluation epoch: 0.31716272234916687, epochs needed: 20
evaluating individudal 37 - e882f757cfea18fc. Mean loss in evaluation epoch: 0.31872057914733887, epochs needed: 20
evaluating individudal 38 - 11872b6d806e2b09. Mean loss in evaluation epoch: 0.31782394647598267, epochs needed: 20
evaluating individudal 39 - 295cd691898f5750. Mean loss in evaluation epoch: 0.31763914227485657, epochs needed: 20
evaluating individudal 0 - c576d5fcb826577f. Mean loss in evaluation epoch: 0.3169189393520355, epochs needed: 20
evaluating individudal 1 - 2211c5b833adc80c. Mean loss in evaluation epoch: 0.31669554114341736, epochs needed: 20
evaluating individudal 2 - 593c9f37a7f1de32. Mean loss in evaluation epoch: 0.3173348605632782, epochs needed: 20
evaluating individudal 3 - f51b9da26660ee93. Mean loss in evaluation epoch: 0.3181430697441101, epochs needed: 20
evaluating individudal 4 - 06d3cac72ebc459e. Mean loss in evaluation epoch: 0.3167650103569031, epochs needed: 20
evaluating individudal 5 - 2035212b26fdd360. Mean loss in evaluation epoch: 0.3169180154800415, epochs needed: 20
evaluating individudal 6 - 8c4e02f97969f163. Mean loss in evaluation epoch: 0.31659746170043945, epochs needed: 20
evaluating individudal 7 - bd831e93d9aedebe. Mean loss in evaluation epoch: 0.3169935941696167, epochs needed: 20
evaluating individudal 8 - d67611418cbd822a. Mean loss in evaluation epoch: 0.3171972632408142, epochs needed: 20
evaluating individudal 9 - 71da11a2be15b422. Mean loss in evaluation epoch: 0.31682538986206055, epochs needed: 20
Round 40 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 6f5ba672ce96c9fc, num_times_seen_before: 0
ACC: 0.5368421052631579
TPR/FPR: 0.5277777777777778, 0.461038961038961
Loss: 0.3163549602031708
Timestamp: 22185.512392134
---------------------------------------------------------------
evaluating individudal 0 - c81bf51cd9983954. Mean loss in evaluation epoch: 0.31783026456832886, epochs needed: 20
evaluating individudal 1 - 8b601fc28193f72e. Mean loss in evaluation epoch: 0.31895196437835693, epochs needed: 20
evaluating individudal 2 - db89a23339409665. Mean loss in evaluation epoch: 0.31915146112442017, epochs needed: 20
evaluating individudal 3 - e6a3d79dc8c814e3. Mean loss in evaluation epoch: 0.3164622485637665, epochs needed: 20
evaluating individudal 4 - b9dc4071d050e4ce. Mean loss in evaluation epoch: 0.31813281774520874, epochs needed: 20
evaluating individudal 5 - fead4cea5da5fe37. Mean loss in evaluation epoch: 0.3173682987689972, epochs needed: 20
evaluating individudal 6 - bd834701f59ceb49. Mean loss in evaluation epoch: 0.31976020336151123, epochs needed: 20
evaluating individudal 7 - 0378619e7f058420. Mean loss in evaluation epoch: 0.3181617259979248, epochs needed: 20
evaluating individudal 8 - 4c75350babfbed0c. Mean loss in evaluation epoch: 0.31834423542022705, epochs needed: 20
evaluating individudal 9 - c913f06ae4aa6f69. Mean loss in evaluation epoch: 0.3192058205604553, epochs needed: 20
evaluating individudal 10 - 5da8de6bb6b504b3. Mean loss in evaluation epoch: 0.31734028458595276, epochs needed: 20
evaluating individudal 11 - a19959eb033f66df. Mean loss in evaluation epoch: 0.31803351640701294, epochs needed: 20
evaluating individudal 12 - a4731dac97977f14. Mean loss in evaluation epoch: 0.3209076225757599, epochs needed: 20
evaluating individudal 13 - c406c541f1f07b0e. Mean loss in evaluation epoch: 0.3180965483188629, epochs needed: 20
evaluating individudal 14 - 670213c526f5c3a3. Mean loss in evaluation epoch: 0.3209669888019562, epochs needed: 20
evaluating individudal 15 - 0907db608cb6bc72. Mean loss in evaluation epoch: 0.3197420835494995, epochs needed: 20
