num samples: 1000
NUM_TRAIN_SAMPLES: 1000
NUM_TRAIN_BATCHES: 10
NUM_TEST_SAMPLES: 1000
NUM_TEST_BATCHES: 10
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 50
IS_CONTINUOUS: True
USE_MAX: False
../data/final/cml/timeseries_ba20_1k_4_restart.pickle
../data/final/edges_ba20.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 50
NUM_DYN_EPOCHS_INIT: 200
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 5
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: standard
--------------------- Start training ------------------------
evaluating individudal 0 - e78a65b70d3193a8. Mean loss in evaluation epoch: 0.1147635206580162, epochs needed: 200
evaluating individudal 11 - 5560fae80ea41328. Mean loss in evaluation epoch: 0.09238815307617188, epochs needed: 50
evaluating individudal 12 - 032387835650fd46. Mean loss in evaluation epoch: 0.09072206914424896, epochs needed: 50
evaluating individudal 13 - afc0f3740add7b0d. Mean loss in evaluation epoch: 0.09613543748855591, epochs needed: 50
evaluating individudal 14 - 9f18bb4b6f54f520. Mean loss in evaluation epoch: 0.09451469779014587, epochs needed: 50
evaluating individudal 15 - b020b3ce76368fe5. Mean loss in evaluation epoch: 0.10040557384490967, epochs needed: 50
evaluating individudal 16 - 6e3778d8ca082ccb. Mean loss in evaluation epoch: 0.09902844578027725, epochs needed: 50
evaluating individudal 17 - d2df595ec998f404. Mean loss in evaluation epoch: 0.0917990431189537, epochs needed: 50
evaluating individudal 18 - 9ea154af24a0d7b8. Mean loss in evaluation epoch: 0.09256785362958908, epochs needed: 50
evaluating individudal 19 - 072780c7671eb8f2. Mean loss in evaluation epoch: 0.09789212793111801, epochs needed: 50
evaluating individudal 20 - 0b47ed3404851ead. Mean loss in evaluation epoch: 0.09907923638820648, epochs needed: 50
evaluating individudal 21 - d4a500daab754a2a. Mean loss in evaluation epoch: 0.0696607455611229, epochs needed: 50
evaluating individudal 22 - b35d4e2f4e06e14f. Mean loss in evaluation epoch: 0.10047890245914459, epochs needed: 50
evaluating individudal 23 - 5f476a32d7d72a06. Mean loss in evaluation epoch: 0.07285626977682114, epochs needed: 50
evaluating individudal 24 - 4ac2cdb2c18c47e8. Mean loss in evaluation epoch: 0.09997078031301498, epochs needed: 50
evaluating individudal 25 - 3909deaf3164b21b. Mean loss in evaluation epoch: 0.09315712004899979, epochs needed: 50
evaluating individudal 26 - 9089266ca1033e32. Mean loss in evaluation epoch: 0.09607897698879242, epochs needed: 50
evaluating individudal 27 - 554bf50b898590dd. Mean loss in evaluation epoch: 0.08707915991544724, epochs needed: 50
evaluating individudal 28 - 3a2eb2a88cb4ff20. Mean loss in evaluation epoch: 0.09902357310056686, epochs needed: 50
evaluating individudal 29 - 40343115854357f7. Mean loss in evaluation epoch: 0.09885577112436295, epochs needed: 50
evaluating individudal 30 - 8c8f1c144c2823ce. Mean loss in evaluation epoch: 0.093338243663311, epochs needed: 50
evaluating individudal 31 - 5522b0543233b662. Mean loss in evaluation epoch: 0.0768098384141922, epochs needed: 50
evaluating individudal 32 - f52667cae8108105. Mean loss in evaluation epoch: 0.090594582259655, epochs needed: 50
evaluating individudal 33 - 750b7200f0912b20. Mean loss in evaluation epoch: 0.09284447878599167, epochs needed: 50
evaluating individudal 34 - 38c514a4b5e37bac. Mean loss in evaluation epoch: 0.09897621721029282, epochs needed: 50
evaluating individudal 35 - d44c2edc40f66c05. Mean loss in evaluation epoch: 0.06810206174850464, epochs needed: 50
evaluating individudal 36 - cb5a9ad2228a2051. Mean loss in evaluation epoch: 0.09698411077260971, epochs needed: 50
evaluating individudal 37 - e5b675ed02dc7a1a. Mean loss in evaluation epoch: 0.09863518178462982, epochs needed: 50
evaluating individudal 38 - 9e5287cad0943f46. Mean loss in evaluation epoch: 0.09086201339960098, epochs needed: 50
evaluating individudal 39 - 23694efb47734064. Mean loss in evaluation epoch: 0.09112832695245743, epochs needed: 50
evaluating individudal 0 - 987882946b1c948d. Mean loss in evaluation epoch: 0.0702119693160057, epochs needed: 50
evaluating individudal 1 - 6788a4506c4906c2. Mean loss in evaluation epoch: 0.0673525482416153, epochs needed: 50
evaluating individudal 2 - 7617b8a1c037952b. Mean loss in evaluation epoch: 0.06913036108016968, epochs needed: 50
evaluating individudal 3 - 7bdddabd6a4dea66. Mean loss in evaluation epoch: 0.07209976017475128, epochs needed: 50
evaluating individudal 4 - 18df1bec7a3ad13b. Mean loss in evaluation epoch: 0.07256903499364853, epochs needed: 50
evaluating individudal 5 - c2bc0af77c426125. Mean loss in evaluation epoch: 0.07387052476406097, epochs needed: 50
evaluating individudal 6 - 498ac05686d92ff9. Mean loss in evaluation epoch: 0.07770218700170517, epochs needed: 50
evaluating individudal 7 - ef739781aa9026e3. Mean loss in evaluation epoch: 0.07442187517881393, epochs needed: 50
evaluating individudal 8 - b6b04720c888009b. Mean loss in evaluation epoch: 0.08425191789865494, epochs needed: 50
evaluating individudal 9 - 62daf4ee6a40a1d5. 
