num samples: 1000
NUM_TRAIN_SAMPLES: 1000
NUM_TRAIN_BATCHES: 10
NUM_TEST_SAMPLES: 1000
NUM_TEST_BATCHES: 10
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 200
IS_CONTINUOUS: True
USE_MAX: False
../data/final/cml/timeseries_ba20_1k_3.5_restart.pickle
../data/final/edges_ba20.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 200
NUM_DYN_EPOCHS_INIT: 200
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 1
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: standard
--------------------- Start training ------------------------
evaluating individudal 0 - b7c4881a1e243abd. Mean loss in evaluation epoch: 0.05379345640540123, epochs needed: 200
evaluating individudal 9 - 006320c3ff6cf539. Mean loss in evaluation epoch: 0.038812294602394104, epochs needed: 200
evaluating individudal 10 - 64fc630053877c5b. Mean loss in evaluation epoch: 0.030204659327864647, epochs needed: 200
evaluating individudal 11 - 1ba36f806631e9aa. Mean loss in evaluation epoch: 0.024720530956983566, epochs needed: 200
evaluating individudal 12 - 681605df11cdf41e. Mean loss in evaluation epoch: 0.04077817127108574, epochs needed: 200
evaluating individudal 13 - 80fdfa600f7e8a81. Mean loss in evaluation epoch: 0.015600633807480335, epochs needed: 200
evaluating individudal 14 - be1c63798ceda756. Mean loss in evaluation epoch: 0.025303995236754417, epochs needed: 200
evaluating individudal 15 - 6ecadda48d37ae28. Mean loss in evaluation epoch: 0.043541211634874344, epochs needed: 200
evaluating individudal 16 - be5eaa730131fb4f. Mean loss in evaluation epoch: 0.026870688423514366, epochs needed: 200
evaluating individudal 17 - 9aaa89137bbda3af. Mean loss in evaluation epoch: 0.022168761119246483, epochs needed: 200
evaluating individudal 18 - 66a6378f923cd19f. Mean loss in evaluation epoch: 0.01652391441166401, epochs needed: 200
evaluating individudal 19 - 7811af8c2faf396d. Mean loss in evaluation epoch: 0.04042578488588333, epochs needed: 200
evaluating individudal 20 - 14711ffdd3932e89. Mean loss in evaluation epoch: 0.03908684104681015, epochs needed: 200
evaluating individudal 21 - 5623cb415ebb6b77. Mean loss in evaluation epoch: 0.022184662520885468, epochs needed: 200
evaluating individudal 22 - 889f81770ce1a32b. Mean loss in evaluation epoch: 0.04897823929786682, epochs needed: 200
evaluating individudal 23 - 818b1a68fe25ed0c. Mean loss in evaluation epoch: 0.015370248816907406, epochs needed: 200
evaluating individudal 24 - 4584dd23bec9afdd. Mean loss in evaluation epoch: 0.026491081342101097, epochs needed: 200
evaluating individudal 25 - 5df15e840d504e94. Mean loss in evaluation epoch: 0.02013762854039669, epochs needed: 200
evaluating individudal 26 - 70e9f66bb2a6f6db. Mean loss in evaluation epoch: 0.025394368916749954, epochs needed: 200
evaluating individudal 27 - 843cdd2daa7c9bf7. Mean loss in evaluation epoch: 0.033546000719070435, epochs needed: 200
evaluating individudal 28 - f5238dec7ed36e26. Mean loss in evaluation epoch: 0.04088583216071129, epochs needed: 200
evaluating individudal 29 - 293f88125d78393d. Mean loss in evaluation epoch: 0.01893657259643078, epochs needed: 200
evaluating individudal 30 - 021f5ccf99ab66ec. Mean loss in evaluation epoch: 0.02311050146818161, epochs needed: 200
evaluating individudal 31 - 434fb9321a78143d. Mean loss in evaluation epoch: 0.03569325432181358, epochs needed: 200
evaluating individudal 32 - ae4de75400472df9. Mean loss in evaluation epoch: 0.022572455927729607, epochs needed: 200
evaluating individudal 33 - 180ff9215062f282. Mean loss in evaluation epoch: 0.02004149556159973, epochs needed: 200
evaluating individudal 34 - 9806a3a223963f78. Mean loss in evaluation epoch: 0.03207239508628845, epochs needed: 200
evaluating individudal 35 - 0718a2f122db11f2. Mean loss in evaluation epoch: 0.021870624274015427, epochs needed: 200
evaluating individudal 36 - 95d2dd6c55694a70. Mean loss in evaluation epoch: 0.023290902376174927, epochs needed: 200
evaluating individudal 37 - 8f2738616739206f. Mean loss in evaluation epoch: 0.03366675227880478, epochs needed: 200
evaluating individudal 38 - e221b982b64b7a0d. Mean loss in evaluation epoch: 0.027208475396037102, epochs needed: 200
evaluating individudal 39 - 10214a553762803f. Mean loss in evaluation epoch: 0.04108095541596413, epochs needed: 200
evaluating individudal 0 - 27a06185e85d7864. Mean loss in evaluation epoch: 0.004982347134500742, epochs needed: 200
evaluating individudal 1 - 0e8a4d2f82f0b453. Mean loss in evaluation epoch: 0.006131618749350309, epochs needed: 200
evaluating individudal 2 - ce76b74bc2bcbae0. Mean loss in evaluation epoch: 0.009169043973088264, epochs needed: 200
evaluating individudal 3 - c5fb998cd8035729. Mean loss in evaluation epoch: 0.011813875287771225, epochs needed: 200
evaluating individudal 4 - fb272743bf77ee52. Mean loss in evaluation epoch: 0.011126209981739521, epochs needed: 200
evaluating individudal 5 - c1efa8ceeec67050. Mean loss in evaluation epoch: 0.012068751268088818, epochs needed: 200
evaluating individudal 6 - 3203114c63b68241. Mean loss in evaluation epoch: 0.011895136907696724, epochs needed: 200
evaluating individudal 7 - 9d1a8d448827e6d6. Mean loss in evaluation epoch: 0.013333866372704506, epochs needed: 200
evaluating individudal 8 - 5f07f3647eea2073. Mean loss in evaluation epoch: 0.01503812987357378, epochs needed: 200
evaluating individudal 9 - e58818f2fe0d4689. Mean loss in evaluation epoch: 0.011857750825583935, epochs needed: 200
Round 34 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 27a06185e85d7864, num_times_seen_before: 18
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.004982347134500742
Timestamp: 88821.283863653
---------------------------------------------------------------
evaluating individudal 0 - 19b20dde6e93dc85. Mean loss in evaluation epoch: 0.035512007772922516, epochs needed: 200
evaluating individudal 1 - 0e13653e4b40a9f9. Mean loss in evaluation epoch: 0.014976552687585354, epochs needed: 200
evaluating individudal 2 - 860ca068fb7a1ec2. Mean loss in evaluation epoch: 0.014918379485607147, epochs needed: 200
evaluating individudal 3 - 5e8047ccde6dd04a. Mean loss in evaluation epoch: 0.01952524669468403, epochs needed: 200
evaluating individudal 4 - c1a8374105f0d7ba. Mean loss in evaluation epoch: 0.02467527985572815, epochs needed: 200
evaluating individudal 5 - 70b2bf43e3c1af29. Mean loss in evaluation epoch: 0.040621280670166016, epochs needed: 200
evaluating individudal 6 - a9bf2abdf7d2d503. Mean loss in evaluation epoch: 0.039520587772130966, epochs needed: 200
evaluating individudal 7 - df9ead45627fbeac. Mean loss in evaluation epoch: 0.03665477782487869, epochs needed: 200
evaluating individudal 8 - 5206f12e20ff49c1. Mean loss in evaluation epoch: 0.02213646098971367, epochs needed: 200
evaluating individudal 9 - 14209851340b3216. Mean loss in evaluation epoch: 0.015020144172012806, epochs needed: 200
evaluating individudal 10 - 84b238a072ebca03. Mean loss in evaluation epoch: 0.013810425996780396, epochs needed: 200
evaluating individudal 11 - 0c6e0533cbab7f32. Mean loss in evaluation epoch: 0.03668534383177757, epochs needed: 200
evaluating individudal 12 - 9fdf9cf5a8fd89c2. Mean loss in evaluation epoch: 0.018264291808009148, epochs needed: 200
evaluating individudal 13 - 4a4a10993f29faf5. Mean loss in evaluation epoch: 0.018480995669960976, epochs needed: 200
evaluating individudal 14 - 09ece1e5e2bbcf8e. Mean loss in evaluation epoch: 0.014579406939446926, epochs needed: 200
evaluating individudal 15 - 2e3b3e9dcf0fbf68. Mean loss in evaluation epoch: 0.036029040813446045, epochs needed: 200
evaluating individudal 16 - 0f403ea8617eb065. Mean loss in evaluation epoch: 0.03906339034438133, epochs needed: 200
evaluating individudal 17 - 71f5bdccc63eed96. Mean loss in evaluation epoch: 0.013505252078175545, epochs needed: 200
evaluating individudal 18 - a03a70fefd13d21d. Mean loss in evaluation epoch: 0.017881080508232117, epochs needed: 200
evaluating individudal 19 - ce138ecb4b8b3cf6. Mean loss in evaluation epoch: 0.014413828030228615, epochs needed: 200
evaluating individudal 20 - 202cbe132687cd2b. Mean loss in evaluation epoch: 0.052412230521440506, epochs needed: 200
evaluating individudal 21 - d760c65d8d8be18a. Mean loss in evaluation epoch: 0.037490736693143845, epochs needed: 200
evaluating individudal 22 - 8b4a1d08384006e3. Mean loss in evaluation epoch: 0.023439712822437286, epochs needed: 200
evaluating individudal 23 - 16d2d7c4f7b064f7. Mean loss in evaluation epoch: 0.013882139697670937, epochs needed: 200
evaluating individudal 24 - bb458764fda917e2. Mean loss in evaluation epoch: 0.03400736674666405, epochs needed: 200
evaluating individudal 25 - 449f82cd42bf7720. Mean loss in evaluation epoch: 0.027027491480112076, epochs needed: 200
evaluating individudal 26 - c2d1d0ab8de6a28c. Mean loss in evaluation epoch: 0.022089842706918716, epochs needed: 200
evaluating individudal 27 - 34ab3e79b766b6e6. Mean loss in evaluation epoch: 0.023282812908291817, epochs needed: 200
evaluating individudal 28 - 54e8161828db1348. Mean loss in evaluation epoch: 0.036550428718328476, epochs needed: 200
evaluating individudal 29 - 6fb1dce3b0449288. Mean loss in evaluation epoch: 0.01917862333357334, epochs needed: 200
evaluating individudal 30 - 3dfb22592f1fa236. Mean loss in evaluation epoch: 0.02237929217517376, epochs needed: 200
evaluating individudal 31 - 4650e73af2911b2f. Mean loss in evaluation epoch: 0.016580138355493546, epochs needed: 200
evaluating individudal 32 - bc51531c92e4de1e. Mean loss in evaluation epoch: 0.02216613106429577, epochs needed: 200
evaluating individudal 33 - dff17ca9e13f7d38. Mean loss in evaluation epoch: 0.018632633611559868, epochs needed: 200
evaluating individudal 34 - fe4d540252cb2288. Mean loss in evaluation epoch: 0.03588336706161499, epochs needed: 200
evaluating individudal 35 - e9da19f186623e78. Mean loss in evaluation epoch: 0.033152561634778976, epochs needed: 200
evaluating individudal 36 - b598570e31278d69. Mean loss in evaluation epoch: 0.018800536170601845, epochs needed: 200
evaluating individudal 37 - 20d1f23274db73af. Mean loss in evaluation epoch: 0.034104783087968826, epochs needed: 200
evaluating individudal 38 - 9fdf9cf5a8fd89c2. Mean loss in evaluation epoch: 0.017492948099970818, epochs needed: 200
evaluating individudal 39 - 7cf3dee8f3ff61cf. Mean loss in evaluation epoch: 0.020615873858332634, epochs needed: 200
evaluating individudal 0 - 27a06185e85d7864. Mean loss in evaluation epoch: 0.005003675352782011, epochs needed: 200
evaluating individudal 1 - 0e8a4d2f82f0b453. Mean loss in evaluation epoch: 0.00670515326783061, epochs needed: 200
evaluating individudal 2 - ce76b74bc2bcbae0. Mean loss in evaluation epoch: 0.008734027855098248, epochs needed: 200
evaluating individudal 3 - fb272743bf77ee52. Mean loss in evaluation epoch: 0.009141840040683746, epochs needed: 200
evaluating individudal 4 - c5fb998cd8035729. Mean loss in evaluation epoch: 0.010451894253492355, epochs needed: 200
evaluating individudal 5 - e58818f2fe0d4689. Mean loss in evaluation epoch: 0.01197371818125248, epochs needed: 200
evaluating individudal 6 - 3203114c63b68241. Mean loss in evaluation epoch: 0.01267253514379263, epochs needed: 200
evaluating individudal 7 - c1efa8ceeec67050. Mean loss in evaluation epoch: 0.013957619667053223, epochs needed: 200
evaluating individudal 8 - 9d1a8d448827e6d6. Mean loss in evaluation epoch: 0.0135838957503438, epochs needed: 200
evaluating individudal 9 - 5f07f3647eea2073. Mean loss in evaluation epoch: 0.011883585713803768, epochs needed: 200
Round 35 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 27a06185e85d7864, num_times_seen_before: 19
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.005003675352782011
Timestamp: 91422.382691727
---------------------------------------------------------------
evaluating individudal 0 - 252ed3070349cc56. Mean loss in evaluation epoch: 0.014111164025962353, epochs needed: 200
evaluating individudal 1 - d5b6d8a89e646342. Mean loss in evaluation epoch: 0.03079686127603054, epochs needed: 200
evaluating individudal 2 - 132c00e9d91a3e2d. Mean loss in evaluation epoch: 0.019584424793720245, epochs needed: 200
evaluating individudal 3 - 79c49d50840d9148. Mean loss in evaluation epoch: 0.02026323415338993, epochs needed: 200
evaluating individudal 4 - 650abfb520dbd3c2. Mean loss in evaluation epoch: 0.026018518954515457, epochs needed: 200
evaluating individudal 5 - 94da491b2e329b4d. Mean loss in evaluation epoch: 0.033336516469717026, epochs needed: 200
evaluating individudal 6 - 156f86a5e810b00e. Mean loss in evaluation epoch: 0.02561594918370247, epochs needed: 200
evaluating individudal 7 - 1707697486f9e0d1. Mean loss in evaluation epoch: 0.019058767706155777, epochs needed: 200
evaluating individudal 8 - 118fee13755933d9. Mean loss in evaluation epoch: 0.03254803642630577, epochs needed: 200
evaluating individudal 9 - fd4f7202ff27c1d0. Mean loss in evaluation epoch: 0.01490474957972765, epochs needed: 200
evaluating individudal 10 - 7d10621cb1e517f0. Mean loss in evaluation epoch: 0.030315423384308815, epochs needed: 200
evaluating individudal 11 - c4669b5d4949702e. Mean loss in evaluation epoch: 0.030124474316835403, epochs needed: 200
evaluating individudal 12 - 285647766f646b7d. Mean loss in evaluation epoch: 0.03382223844528198, epochs needed: 200
evaluating individudal 13 - de3c9963a9dd60a6. Mean loss in evaluation epoch: 0.033271681517362595, epochs needed: 200
evaluating individudal 14 - 6df14b0f9111bc41. Mean loss in evaluation epoch: 0.023548278957605362, epochs needed: 200
evaluating individudal 15 - 7e674a33e87ed886. Mean loss in evaluation epoch: 0.023853708058595657, epochs needed: 200
evaluating individudal 16 - ce31a6eb86944543. Mean loss in evaluation epoch: 0.034097131341695786, epochs needed: 200
evaluating individudal 17 - 51293677006642e6. Mean loss in evaluation epoch: 0.029897628352046013, epochs needed: 200
evaluating individudal 18 - a37d15e23e0e0843. Mean loss in evaluation epoch: 0.032436128705739975, epochs needed: 200
evaluating individudal 19 - c6a4e700ebb0b122. Mean loss in evaluation epoch: 0.03591064363718033, epochs needed: 200
evaluating individudal 20 - fc37a1817f71a6d1. Mean loss in evaluation epoch: 0.030404597520828247, epochs needed: 200
evaluating individudal 21 - 6f8d29d1b0660752. Mean loss in evaluation epoch: 0.031123606488108635, epochs needed: 200
evaluating individudal 22 - 9f173df3a16633b4. Mean loss in evaluation epoch: 0.03339937701821327, epochs needed: 200
evaluating individudal 23 - a8d96a51e74bd36d. Mean loss in evaluation epoch: 0.03362865373492241, epochs needed: 200
evaluating individudal 24 - e8d9ec4323b87ab8. Mean loss in evaluation epoch: 0.032612450420856476, epochs needed: 200
evaluating individudal 25 - b5dc2b57c7173256. Mean loss in evaluation epoch: 0.03695858642458916, epochs needed: 200
evaluating individudal 26 - 2777307c4e7da647. Mean loss in evaluation epoch: 0.019681453704833984, epochs needed: 200
evaluating individudal 27 - b34e6e39fa5f0678. Mean loss in evaluation epoch: 0.015805361792445183, epochs needed: 200
evaluating individudal 28 - ca50dd23835cc989. Mean loss in evaluation epoch: 0.01273503340780735, epochs needed: 200
evaluating individudal 29 - de56259244b4b318. Mean loss in evaluation epoch: 0.020327234640717506, epochs needed: 200
evaluating individudal 30 - aad1aba274c0c0d5. Mean loss in evaluation epoch: 0.03451162576675415, epochs needed: 200
evaluating individudal 31 - 33431ef3185803c3. Mean loss in evaluation epoch: 0.019555870443582535, epochs needed: 200
evaluating individudal 32 - 9124bcb1766e8fec. Mean loss in evaluation epoch: 0.03742761164903641, epochs needed: 200
evaluating individudal 33 - 5f336aaeb14d0281. Mean loss in evaluation epoch: 0.03409925848245621, epochs needed: 200
evaluating individudal 34 - aa211dffea34809a. Mean loss in evaluation epoch: 0.027516532689332962, epochs needed: 200
evaluating individudal 35 - 5674a594df037667. Mean loss in evaluation epoch: 0.021913791075348854, epochs needed: 200
evaluating individudal 36 - 19eb80a5e34165cf. Mean loss in evaluation epoch: 0.015667978674173355, epochs needed: 200
evaluating individudal 37 - a907a704c26e46bb. Mean loss in evaluation epoch: 0.035533249378204346, epochs needed: 200
evaluating individudal 38 - 4a359bf5fc4883b4. Mean loss in evaluation epoch: 0.036442697048187256, epochs needed: 200
evaluating individudal 39 - fbe3421d13d3cf4b. Mean loss in evaluation epoch: 0.03585519269108772, epochs needed: 200
evaluating individudal 0 - 27a06185e85d7864. Mean loss in evaluation epoch: 0.0072556124068796635, epochs needed: 200
evaluating individudal 1 - 0e8a4d2f82f0b453. Mean loss in evaluation epoch: 0.006623892579227686, epochs needed: 200
evaluating individudal 2 - ce76b74bc2bcbae0. Mean loss in evaluation epoch: 0.009923097677528858, epochs needed: 200
evaluating individudal 3 - fb272743bf77ee52. Mean loss in evaluation epoch: 0.011016683652997017, epochs needed: 200
evaluating individudal 4 - c5fb998cd8035729. Mean loss in evaluation epoch: 0.010209323838353157, epochs needed: 200
evaluating individudal 5 - 5f07f3647eea2073. Mean loss in evaluation epoch: 0.011119270697236061, epochs needed: 200
evaluating individudal 6 - e58818f2fe0d4689. Mean loss in evaluation epoch: 0.011635784059762955, epochs needed: 200
evaluating individudal 7 - 3203114c63b68241. Mean loss in evaluation epoch: 0.013818680308759212, epochs needed: 200
evaluating individudal 8 - 71f5bdccc63eed96. Mean loss in evaluation epoch: 0.013584720902144909, epochs needed: 200
evaluating individudal 9 - 9d1a8d448827e6d6. Mean loss in evaluation epoch: 0.010171414352953434, epochs needed: 200
Round 36 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 0e8a4d2f82f0b453, num_times_seen_before: 1
ACC: 0.9947368421052631
TPR/FPR: 1.0, 0.006493506493506494
Loss: 0.006623892579227686
Timestamp: 94028.78167622401
---------------------------------------------------------------
evaluating individudal 0 - 0c74d49396c11f07. Mean loss in evaluation epoch: 0.029485303908586502, epochs needed: 200
evaluating individudal 1 - 91d905ef0bdd44c4. Mean loss in evaluation epoch: 0.024710312485694885, epochs needed: 200
evaluating individudal 2 - c99da72d68a75a5a. Mean loss in evaluation epoch: 0.018569041043519974, epochs needed: 200
evaluating individudal 3 - 0a4f8747a9dcc650. Mean loss in evaluation epoch: 0.035147346556186676, epochs needed: 200
evaluating individudal 4 - 29cb091910aa3929. Mean loss in evaluation epoch: 0.02718459628522396, epochs needed: 200
evaluating individudal 5 - 03dad708573ee057. Mean loss in evaluation epoch: 0.02760680392384529, epochs needed: 200
evaluating individudal 6 - 50c948d2fb6ecd9e. Mean loss in evaluation epoch: 0.023268496617674828, epochs needed: 200
evaluating individudal 7 - 7d9a5d2b8a36354b. Mean loss in evaluation epoch: 0.015185803174972534, epochs needed: 200
evaluating individudal 8 - 6edddb93a2ec6b7c. Mean loss in evaluation epoch: 0.030499344691634178, epochs needed: 200
evaluating individudal 9 - 22959d665c397ea4. Mean loss in evaluation epoch: 0.019278230145573616, epochs needed: 200
evaluating individudal 10 - 249ff42826454415. Mean loss in evaluation epoch: 0.030469631776213646, epochs needed: 200
evaluating individudal 11 - 00080b8ca8b129d8. Mean loss in evaluation epoch: 0.02729704976081848, epochs needed: 200
evaluating individudal 12 - f39ff7b9bdd89c99. Mean loss in evaluation epoch: 0.009015241637825966, epochs needed: 200
evaluating individudal 13 - 5ff097ba4650557f. Mean loss in evaluation epoch: 0.03234095498919487, epochs needed: 200
evaluating individudal 14 - 100053188dce77a7. Mean loss in evaluation epoch: 0.04509333521127701, epochs needed: 200
evaluating individudal 15 - 500b880d517f90b2. Mean loss in evaluation epoch: 0.01177130825817585, epochs needed: 200
evaluating individudal 16 - 6c0bf0d1839074a6. Mean loss in evaluation epoch: 0.034383710473775864, epochs needed: 200
evaluating individudal 17 - c648f53ba1592670. Mean loss in evaluation epoch: 0.01406546588987112, epochs needed: 200
evaluating individudal 18 - 30061e4aa40e52a9. Mean loss in evaluation epoch: 0.019108889624476433, epochs needed: 200
evaluating individudal 19 - 5463a640ecfbe8d2. Mean loss in evaluation epoch: 0.019756974652409554, epochs needed: 200
evaluating individudal 20 - b832927a96873c8a. Mean loss in evaluation epoch: 0.011625154875218868, epochs needed: 200
evaluating individudal 21 - 1f7ffbc4b06bfe6f. Mean loss in evaluation epoch: 0.031145213171839714, epochs needed: 200
evaluating individudal 22 - cbe06a5891dfa9bb. Mean loss in evaluation epoch: 0.016275664791464806, epochs needed: 200
evaluating individudal 23 - b9ed42085d6588af. Mean loss in evaluation epoch: 0.02248157188296318, epochs needed: 200
evaluating individudal 24 - d963d20c1820030f. Mean loss in evaluation epoch: 0.019249102100729942, epochs needed: 200
evaluating individudal 25 - 124ae8dc561c34e7. Mean loss in evaluation epoch: 0.030701903626322746, epochs needed: 200
evaluating individudal 26 - 5977f6e3eeb7cb6d. Mean loss in evaluation epoch: 0.026514967903494835, epochs needed: 200
evaluating individudal 27 - 05cf11586a8caac6. Mean loss in evaluation epoch: 0.029443472623825073, epochs needed: 200
evaluating individudal 28 - d6921cf012fb5e7d. Mean loss in evaluation epoch: 0.025166643783450127, epochs needed: 200
evaluating individudal 29 - d032d8369a645813. Mean loss in evaluation epoch: 0.0361085869371891, epochs needed: 200
evaluating individudal 30 - 706ebdfd4b6d3f42. Mean loss in evaluation epoch: 0.00916206743568182, epochs needed: 200
evaluating individudal 31 - 12984586dc04a262. Mean loss in evaluation epoch: 0.01938319019973278, epochs needed: 200
evaluating individudal 32 - 3a7b86298eceacf3. Mean loss in evaluation epoch: 0.03544865921139717, epochs needed: 200
evaluating individudal 33 - 11de02b72b8be4aa. Mean loss in evaluation epoch: 0.03369230031967163, epochs needed: 200
evaluating individudal 34 - cf121a9e1dd1b44a. Mean loss in evaluation epoch: 0.01617179624736309, epochs needed: 200
evaluating individudal 35 - 692c487772117096. Mean loss in evaluation epoch: 0.016325270757079124, epochs needed: 200
evaluating individudal 36 - 858ec262a6df62ec. Mean loss in evaluation epoch: 0.019843105226755142, epochs needed: 200
evaluating individudal 37 - 5b5a49ba08743779. Mean loss in evaluation epoch: 0.03155915066599846, epochs needed: 200
evaluating individudal 38 - 80d856208f4ca68c. Mean loss in evaluation epoch: 0.020087147131562233, epochs needed: 200
evaluating individudal 39 - 0a5c6b79d76d48ed. Mean loss in evaluation epoch: 0.008102746680378914, epochs needed: 200
evaluating individudal 0 - 0e8a4d2f82f0b453. Mean loss in evaluation epoch: 0.010437608696520329, epochs needed: 200
evaluating individudal 1 - 27a06185e85d7864. Mean loss in evaluation epoch: 0.003754338016733527, epochs needed: 200
evaluating individudal 2 - ce76b74bc2bcbae0. Mean loss in evaluation epoch: 0.008499656803905964, epochs needed: 200
evaluating individudal 3 - 9d1a8d448827e6d6. Mean loss in evaluation epoch: 0.01246893685311079, epochs needed: 200
evaluating individudal 4 - c5fb998cd8035729. Mean loss in evaluation epoch: 0.009521369822323322, epochs needed: 200
evaluating individudal 5 - fb272743bf77ee52. Mean loss in evaluation epoch: 0.011264815926551819, epochs needed: 200
evaluating individudal 6 - 5f07f3647eea2073. Mean loss in evaluation epoch: 0.013906332664191723, epochs needed: 200
evaluating individudal 7 - e58818f2fe0d4689. Mean loss in evaluation epoch: 0.012460662983357906, epochs needed: 200
evaluating individudal 8 - ca50dd23835cc989. Mean loss in evaluation epoch: 0.010669895447790623, epochs needed: 200
evaluating individudal 9 - 71f5bdccc63eed96. Mean loss in evaluation epoch: 0.014918336644768715, epochs needed: 200
Round 37 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 27a06185e85d7864, num_times_seen_before: 20
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.003754338016733527
Timestamp: 96634.43335816801
---------------------------------------------------------------
evaluating individudal 0 - 4f465ed9b6c5cb85. Mean loss in evaluation epoch: 0.039632655680179596, epochs needed: 200
evaluating individudal 1 - 06ab239d8044f199. Mean loss in evaluation epoch: 0.032528962939977646, epochs needed: 200
evaluating individudal 2 - dfa74ec7a1b1e5c4. Mean loss in evaluation epoch: 0.039968568831682205, epochs needed: 200
evaluating individudal 3 - e48fb5d8000d9ca3. Mean loss in evaluation epoch: 0.029208272695541382, epochs needed: 200
evaluating individudal 4 - a9b9a8eb7cd7de9f. Mean loss in evaluation epoch: 0.01929403468966484, epochs needed: 200
evaluating individudal 5 - d93f3d5067b21b6b. Mean loss in evaluation epoch: 0.032208025455474854, epochs needed: 200
evaluating individudal 6 - 3848fb360cf0344c. Mean loss in evaluation epoch: 0.030113298445940018, epochs needed: 200
evaluating individudal 7 - 0a666d19955987ad. Mean loss in evaluation epoch: 0.03663336858153343, epochs needed: 200
evaluating individudal 9 - e3239d0c3c09ffdf. Mean loss in evaluation epoch: 0.031781621277332306, epochs needed: 200
evaluating individudal 10 - 65038610719dbf16. Mean loss in evaluation epoch: 0.03506757691502571, epochs needed: 200
evaluating individudal 11 - 417e1d777469e148. Mean loss in evaluation epoch: 0.04155872389674187, epochs needed: 200
evaluating individudal 12 - 27149dace952b35b. Mean loss in evaluation epoch: 0.020383678376674652, epochs needed: 200
evaluating individudal 13 - af4312e333c6a656. Mean loss in evaluation epoch: 0.03286488726735115, epochs needed: 200
evaluating individudal 14 - ac9fd79317ad7c41. Mean loss in evaluation epoch: 0.03943241387605667, epochs needed: 200
evaluating individudal 15 - 90aabb2f601f6b10. Mean loss in evaluation epoch: 0.0380130410194397, epochs needed: 200
evaluating individudal 16 - a037907ad428999c. Mean loss in evaluation epoch: 0.04186217114329338, epochs needed: 200
evaluating individudal 17 - f9c5cd8ab8b243be. Mean loss in evaluation epoch: 0.030412504449486732, epochs needed: 200
evaluating individudal 18 - 03750ed05d3129e5. Mean loss in evaluation epoch: 0.03167490288615227, epochs needed: 200
evaluating individudal 19 - 56ea9041a651cb83. Mean loss in evaluation epoch: 0.030208319425582886, epochs needed: 200
evaluating individudal 20 - 002111c7bbe49fa8. Mean loss in evaluation epoch: 0.013397675938904285, epochs needed: 200
evaluating individudal 21 - ea42ba16da11ff25. Mean loss in evaluation epoch: 0.03808813542127609, epochs needed: 200
evaluating individudal 22 - c4ed3112a0cf5797. Mean loss in evaluation epoch: 0.01504835207015276, epochs needed: 200
evaluating individudal 23 - fd8e0668f0db709d. Mean loss in evaluation epoch: 0.011393270455300808, epochs needed: 200
evaluating individudal 24 - 9a77a430d740b7a9. Mean loss in evaluation epoch: 0.03400370478630066, epochs needed: 200
evaluating individudal 25 - 7353a68b1b4db586. Mean loss in evaluation epoch: 0.03102252446115017, epochs needed: 200
evaluating individudal 26 - c0007501ebd1620c. Mean loss in evaluation epoch: 0.03235573321580887, epochs needed: 200
evaluating individudal 27 - 3e50f36e1266ca8f. Mean loss in evaluation epoch: 0.042188432067632675, epochs needed: 200
evaluating individudal 28 - 487c12548fd7f035. Mean loss in evaluation epoch: 0.01757940649986267, epochs needed: 200
evaluating individudal 29 - 86c02ce5f9dda2c9. Mean loss in evaluation epoch: 0.02911815606057644, epochs needed: 200
evaluating individudal 30 - 09227cc848584d9b. Mean loss in evaluation epoch: 0.023176517337560654, epochs needed: 200
evaluating individudal 31 - 57d12c404c893216. Mean loss in evaluation epoch: 0.02647208608686924, epochs needed: 200
evaluating individudal 32 - 543179d0669d4cbd. Mean loss in evaluation epoch: 0.03683413192629814, epochs needed: 200
evaluating individudal 33 - ca9a56f7d2d0f8b3. Mean loss in evaluation epoch: 0.011866017244756222, epochs needed: 200
evaluating individudal 34 - ec7358d19bf2d6b9. Mean loss in evaluation epoch: 0.037417422980070114, epochs needed: 200
evaluating individudal 35 - 7831f7825761bd47. Mean loss in evaluation epoch: 0.00871792621910572, epochs needed: 200
evaluating individudal 36 - 048d37f99f3a31bd. Mean loss in evaluation epoch: 0.034352559596300125, epochs needed: 200
evaluating individudal 37 - 4bf6602da77fa89c. Mean loss in evaluation epoch: 0.04292728006839752, epochs needed: 200
evaluating individudal 38 - be8d2238516e424f. Mean loss in evaluation epoch: 0.03081252984702587, epochs needed: 200
