num samples: 5000
NUM_TRAIN_SAMPLES: 4999
NUM_TRAIN_BATCHES: 50
NUM_TEST_SAMPLES: 4999
NUM_TEST_BATCHES: 50
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 40
IS_CONTINUOUS: False
USE_MAX: False
../data/final/netrd/SIS/timeseries_ba10_5k_0.15.pickle
../data/final/edges_ba10.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 40
NUM_DYN_EPOCHS_INIT: 40
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 1
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
--------------------- Start training ------------------------
evaluating individudal 0 - c991f7e4d2dd6f24. Mean loss in evaluation epoch: 0.38539478182792664, epochs needed: 40
evaluating individudal 6 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37157660722732544, epochs needed: 40
evaluating individudal 7 - 8ef8408d4e006183. Mean loss in evaluation epoch: 0.3732241094112396, epochs needed: 40
evaluating individudal 8 - 0aceb0a7943fb25e. Mean loss in evaluation epoch: 0.3726796507835388, epochs needed: 40
evaluating individudal 9 - 0aceb0a7943fb25e. Mean loss in evaluation epoch: 0.37315577268600464, epochs needed: 40
Round 33 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c7cc2e5aaa95c0cd, num_times_seen_before: 21
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.37157660722732544
Timestamp: 16840.322405143
---------------------------------------------------------------
evaluating individudal 0 - 77187731fc4914b1. Mean loss in evaluation epoch: 0.38841426372528076, epochs needed: 40
evaluating individudal 1 - 8a8a80a8cef3f704. Mean loss in evaluation epoch: 0.377058744430542, epochs needed: 40
evaluating individudal 2 - 540032d9740a6c02. Mean loss in evaluation epoch: 0.3754057288169861, epochs needed: 40
evaluating individudal 3 - b30cd71f7065ec98. Mean loss in evaluation epoch: 0.38333660364151, epochs needed: 40
evaluating individudal 4 - 812cf4ce24e932cb. Mean loss in evaluation epoch: 0.379423588514328, epochs needed: 40
evaluating individudal 5 - 8a9c4a8765b1ad25. Mean loss in evaluation epoch: 0.3841484487056732, epochs needed: 40
evaluating individudal 6 - 78dc987a7a801d67. Mean loss in evaluation epoch: 0.3798729479312897, epochs needed: 40
evaluating individudal 7 - 9d4136fbdcdc3917. Mean loss in evaluation epoch: 0.37614738941192627, epochs needed: 40
evaluating individudal 8 - 34159d554e240f87. Mean loss in evaluation epoch: 0.37774431705474854, epochs needed: 40
evaluating individudal 9 - 51b72ca558e98c1b. Mean loss in evaluation epoch: 0.3799803555011749, epochs needed: 40
evaluating individudal 10 - 6233ee30475ab001. Mean loss in evaluation epoch: 0.38156211376190186, epochs needed: 40
evaluating individudal 11 - 0fb55b128d98930a. Mean loss in evaluation epoch: 0.3820718824863434, epochs needed: 40
evaluating individudal 12 - 9cc43f44a9e5f800. Mean loss in evaluation epoch: 0.38117069005966187, epochs needed: 40
evaluating individudal 13 - b0cc05796fdde087. Mean loss in evaluation epoch: 0.38051626086235046, epochs needed: 40
evaluating individudal 14 - b4cbbd7ef8db4fe8. Mean loss in evaluation epoch: 0.37670570611953735, epochs needed: 40
evaluating individudal 15 - c27ebdad438e3cb2. Mean loss in evaluation epoch: 0.3794802725315094, epochs needed: 40
evaluating individudal 16 - 9867dcecd09f0d62. Mean loss in evaluation epoch: 0.37990036606788635, epochs needed: 40
evaluating individudal 17 - d9e45d0bf2d4e660. Mean loss in evaluation epoch: 0.3749869763851166, epochs needed: 40
evaluating individudal 18 - c1d766d3cfdf07da. Mean loss in evaluation epoch: 0.3797124922275543, epochs needed: 40
evaluating individudal 19 - aae93627e6119af7. Mean loss in evaluation epoch: 0.380719393491745, epochs needed: 40
evaluating individudal 20 - eeb9989b30583312. Mean loss in evaluation epoch: 0.37543582916259766, epochs needed: 40
evaluating individudal 21 - e0fddbc466a3c875. Mean loss in evaluation epoch: 0.383456289768219, epochs needed: 40
evaluating individudal 22 - 5739868d3f9f4c2b. Mean loss in evaluation epoch: 0.37788939476013184, epochs needed: 40
evaluating individudal 23 - 06498122b49286a1. Mean loss in evaluation epoch: 0.37736693024635315, epochs needed: 40
evaluating individudal 24 - 465601b894705028. Mean loss in evaluation epoch: 0.3744957149028778, epochs needed: 40
evaluating individudal 25 - 335b4f6b9f6e99ba. Mean loss in evaluation epoch: 0.37938132882118225, epochs needed: 40
evaluating individudal 26 - b251e5c4062a6396. Mean loss in evaluation epoch: 0.37793418765068054, epochs needed: 40
evaluating individudal 27 - 936a6a9902fa1cda. Mean loss in evaluation epoch: 0.3870066702365875, epochs needed: 40
evaluating individudal 28 - c6cdbf9a46468f19. Mean loss in evaluation epoch: 0.38194921612739563, epochs needed: 40
evaluating individudal 29 - 5c209e3627123138. Mean loss in evaluation epoch: 0.37532705068588257, epochs needed: 40
evaluating individudal 30 - 9879f71fad964797. Mean loss in evaluation epoch: 0.38113144040107727, epochs needed: 40
evaluating individudal 31 - 2d73f5220b06e7dd. Mean loss in evaluation epoch: 0.3836299180984497, epochs needed: 40
evaluating individudal 32 - d61928d953830c50. Mean loss in evaluation epoch: 0.3777529001235962, epochs needed: 40
evaluating individudal 33 - d1ba06c8d5f0e3f3. Mean loss in evaluation epoch: 0.38690367341041565, epochs needed: 40
evaluating individudal 34 - 32be7bfb9f5e5175. Mean loss in evaluation epoch: 0.38124820590019226, epochs needed: 40
evaluating individudal 35 - c7fa90bcebbe46df. Mean loss in evaluation epoch: 0.3858325183391571, epochs needed: 40
evaluating individudal 36 - ebe838e948faf2ae. Mean loss in evaluation epoch: 0.38598522543907166, epochs needed: 40
evaluating individudal 37 - 4f2a725a38515b5b. Mean loss in evaluation epoch: 0.37862974405288696, epochs needed: 40
evaluating individudal 38 - 4b50e06f3f236072. Mean loss in evaluation epoch: 0.3748885989189148, epochs needed: 40
evaluating individudal 39 - dee66e5a52c929f8. Mean loss in evaluation epoch: 0.3809269666671753, epochs needed: 40
evaluating individudal 0 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3721056282520294, epochs needed: 40
evaluating individudal 1 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3718625605106354, epochs needed: 40
evaluating individudal 2 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3719748556613922, epochs needed: 40
evaluating individudal 3 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3718530833721161, epochs needed: 40
evaluating individudal 4 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.3745650053024292, epochs needed: 40
evaluating individudal 5 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.3724508583545685, epochs needed: 40
evaluating individudal 6 - 0aceb0a7943fb25e. Mean loss in evaluation epoch: 0.3723207116127014, epochs needed: 40
evaluating individudal 7 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3716060519218445, epochs needed: 40
evaluating individudal 8 - 0aceb0a7943fb25e. Mean loss in evaluation epoch: 0.37190666794776917, epochs needed: 40
evaluating individudal 9 - 8ef8408d4e006183. Mean loss in evaluation epoch: 0.3725365996360779, epochs needed: 40
Round 34 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c7cc2e5aaa95c0cd, num_times_seen_before: 22
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.3716060519218445
Timestamp: 17362.866812549997
---------------------------------------------------------------
evaluating individudal 0 - a324138c36a02980. Mean loss in evaluation epoch: 0.37585651874542236, epochs needed: 40
evaluating individudal 1 - d37c685796d3b37e. Mean loss in evaluation epoch: 0.3805753290653229, epochs needed: 40
evaluating individudal 2 - e8a0b6d7d31e268a. Mean loss in evaluation epoch: 0.3773910105228424, epochs needed: 40
evaluating individudal 3 - 3e66bb3ff654cce4. Mean loss in evaluation epoch: 0.37951749563217163, epochs needed: 40
evaluating individudal 4 - 7c8e35369383af8f. Mean loss in evaluation epoch: 0.37396934628486633, epochs needed: 40
evaluating individudal 5 - df0d72be1f8a50e5. Mean loss in evaluation epoch: 0.3762245774269104, epochs needed: 40
evaluating individudal 6 - d32090d3fa9f295c. Mean loss in evaluation epoch: 0.3805355131626129, epochs needed: 40
evaluating individudal 7 - 48ba8bfc562ba1c2. Mean loss in evaluation epoch: 0.37980806827545166, epochs needed: 40
evaluating individudal 8 - 874d6014df2b8917. Mean loss in evaluation epoch: 0.37751007080078125, epochs needed: 40
evaluating individudal 9 - fc28dd9ede981ae3. Mean loss in evaluation epoch: 0.38058388233184814, epochs needed: 40
evaluating individudal 10 - a7d5127ae6c741f2. Mean loss in evaluation epoch: 0.3726388216018677, epochs needed: 40
evaluating individudal 11 - 8a61d2b7c43d85a6. Mean loss in evaluation epoch: 0.38118380308151245, epochs needed: 40
evaluating individudal 12 - fd5bf47e5da3e704. Mean loss in evaluation epoch: 0.3789202868938446, epochs needed: 40
evaluating individudal 13 - 88a2697f15a0adb5. Mean loss in evaluation epoch: 0.380109578371048, epochs needed: 40
evaluating individudal 14 - d0e0af8c3acfcc72. Mean loss in evaluation epoch: 0.3829583525657654, epochs needed: 40
evaluating individudal 15 - cb1b5d120c373f6d. Mean loss in evaluation epoch: 0.3790627121925354, epochs needed: 40
evaluating individudal 16 - 01b1f5eeb021d293. Mean loss in evaluation epoch: 0.37630966305732727, epochs needed: 40
evaluating individudal 17 - 5aadfdbe6b0cc11e. Mean loss in evaluation epoch: 0.3829852342605591, epochs needed: 40
evaluating individudal 18 - aeaad503c37249e4. Mean loss in evaluation epoch: 0.3769324719905853, epochs needed: 40
evaluating individudal 19 - 4e8562f1a2a6ab8f. Mean loss in evaluation epoch: 0.37664511799812317, epochs needed: 40
evaluating individudal 20 - b96dc4983ac445db. Mean loss in evaluation epoch: 0.37979546189308167, epochs needed: 40
evaluating individudal 21 - 0b3fd705afd774ce. Mean loss in evaluation epoch: 0.37559768557548523, epochs needed: 40
evaluating individudal 22 - ed0dd941a4b64ef8. Mean loss in evaluation epoch: 0.37545645236968994, epochs needed: 40
evaluating individudal 23 - 0d960c9b645fcaba. Mean loss in evaluation epoch: 0.37646719813346863, epochs needed: 40
evaluating individudal 24 - 39d8a96f78daffd1. Mean loss in evaluation epoch: 0.3800722062587738, epochs needed: 40
evaluating individudal 25 - 786f6756c08dffe9. Mean loss in evaluation epoch: 0.3751709759235382, epochs needed: 40
evaluating individudal 26 - be8104f8bb040025. Mean loss in evaluation epoch: 0.37809881567955017, epochs needed: 40
evaluating individudal 27 - 2a7b7232722e55e5. Mean loss in evaluation epoch: 0.37988558411598206, epochs needed: 40
evaluating individudal 28 - 39e388cea9ee9b8e. Mean loss in evaluation epoch: 0.378313809633255, epochs needed: 40
evaluating individudal 29 - 7be418545cec89d5. Mean loss in evaluation epoch: 0.3777136504650116, epochs needed: 40
evaluating individudal 30 - decb05e2313d7d70. Mean loss in evaluation epoch: 0.37973323464393616, epochs needed: 40
evaluating individudal 31 - bcca8ef6f6d5331c. Mean loss in evaluation epoch: 0.37706586718559265, epochs needed: 40
evaluating individudal 32 - e108b57aebcfa07a. Mean loss in evaluation epoch: 0.37956830859184265, epochs needed: 40
evaluating individudal 33 - 8d2ccfda8332959a. Mean loss in evaluation epoch: 0.37875455617904663, epochs needed: 40
evaluating individudal 34 - ee6cdd239cc4621a. Mean loss in evaluation epoch: 0.3805558979511261, epochs needed: 40
evaluating individudal 35 - 07563dd94359db21. Mean loss in evaluation epoch: 0.381477952003479, epochs needed: 40
evaluating individudal 36 - 232f9128fdbe38b7. Mean loss in evaluation epoch: 0.38200268149375916, epochs needed: 40
evaluating individudal 37 - c456d7de30bb9fe2. Mean loss in evaluation epoch: 0.37885183095932007, epochs needed: 40
evaluating individudal 38 - d17da1682ae1784b. Mean loss in evaluation epoch: 0.38229790329933167, epochs needed: 40
evaluating individudal 39 - 8d516cd610a0940e. Mean loss in evaluation epoch: 0.3805539906024933, epochs needed: 40
evaluating individudal 0 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3713822066783905, epochs needed: 40
evaluating individudal 1 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.371975839138031, epochs needed: 40
evaluating individudal 2 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37138259410858154, epochs needed: 40
evaluating individudal 3 - 0aceb0a7943fb25e. Mean loss in evaluation epoch: 0.3729948401451111, epochs needed: 40
evaluating individudal 4 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37150299549102783, epochs needed: 40
evaluating individudal 5 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.371572881937027, epochs needed: 40
evaluating individudal 6 - 0aceb0a7943fb25e. Mean loss in evaluation epoch: 0.37229934334754944, epochs needed: 40
evaluating individudal 7 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.37261900305747986, epochs needed: 40
evaluating individudal 8 - 8ef8408d4e006183. Mean loss in evaluation epoch: 0.3729936480522156, epochs needed: 40
evaluating individudal 9 - 465601b894705028. Mean loss in evaluation epoch: 0.37464606761932373, epochs needed: 40
Round 35 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c7cc2e5aaa95c0cd, num_times_seen_before: 23
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.3713822066783905
Timestamp: 17887.152150287002
---------------------------------------------------------------
evaluating individudal 0 - b2629d2f0310fc40. Mean loss in evaluation epoch: 0.38243159651756287, epochs needed: 40
evaluating individudal 1 - 69667d9e17f4d016. Mean loss in evaluation epoch: 0.37818098068237305, epochs needed: 40
evaluating individudal 2 - 54af950cfb0ebb3f. Mean loss in evaluation epoch: 0.38112005591392517, epochs needed: 40
evaluating individudal 3 - bc78b8872f367675. Mean loss in evaluation epoch: 0.3800327181816101, epochs needed: 40
evaluating individudal 4 - a3f8da91e35a8470. Mean loss in evaluation epoch: 0.38146352767944336, epochs needed: 40
evaluating individudal 5 - ee3815e20f0ea25d. Mean loss in evaluation epoch: 0.3873561918735504, epochs needed: 40
evaluating individudal 6 - d422a9c739521038. Mean loss in evaluation epoch: 0.3801802694797516, epochs needed: 40
evaluating individudal 7 - 62b5bbd7f709f5ec. Mean loss in evaluation epoch: 0.38042861223220825, epochs needed: 40
evaluating individudal 8 - 7cf452098eb56f9e. Mean loss in evaluation epoch: 0.3786437213420868, epochs needed: 40
evaluating individudal 9 - 3fb6125b278f1ea5. Mean loss in evaluation epoch: 0.3811863660812378, epochs needed: 40
evaluating individudal 10 - 04637f5bfc9e5629. Mean loss in evaluation epoch: 0.376804381608963, epochs needed: 40
evaluating individudal 11 - 4e507299b5badba2. Mean loss in evaluation epoch: 0.3779534101486206, epochs needed: 40
evaluating individudal 12 - 69209c383a02db28. Mean loss in evaluation epoch: 0.3822692930698395, epochs needed: 40
evaluating individudal 13 - f0c160aa7a6931dc. Mean loss in evaluation epoch: 0.38715818524360657, epochs needed: 40
evaluating individudal 14 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.37210068106651306, epochs needed: 40
evaluating individudal 15 - 5b8c73a287229c0b. Mean loss in evaluation epoch: 0.38721126317977905, epochs needed: 40
evaluating individudal 16 - 44dd562814c22a39. Mean loss in evaluation epoch: 0.38056838512420654, epochs needed: 40
evaluating individudal 17 - 8bb08a61e5560623. Mean loss in evaluation epoch: 0.3817577660083771, epochs needed: 40
evaluating individudal 18 - e4e57c9125636a22. Mean loss in evaluation epoch: 0.3814842104911804, epochs needed: 40
evaluating individudal 19 - e8e0b97562cfc6ac. Mean loss in evaluation epoch: 0.38140466809272766, epochs needed: 40
evaluating individudal 20 - 35575f46251f9783. Mean loss in evaluation epoch: 0.3768910765647888, epochs needed: 40
evaluating individudal 21 - c1a091242db75b46. Mean loss in evaluation epoch: 0.3790704905986786, epochs needed: 40
evaluating individudal 22 - 370e55a95c485c88. Mean loss in evaluation epoch: 0.3803426921367645, epochs needed: 40
evaluating individudal 23 - a7ba0442cc41509d. Mean loss in evaluation epoch: 0.3808310627937317, epochs needed: 40
evaluating individudal 24 - 8702b88e67ffce1f. Mean loss in evaluation epoch: 0.3770780861377716, epochs needed: 40
evaluating individudal 25 - d53267c3a2a7bc89. Mean loss in evaluation epoch: 0.3825429081916809, epochs needed: 40
evaluating individudal 26 - f4c7d8179d298322. Mean loss in evaluation epoch: 0.38625770807266235, epochs needed: 40
evaluating individudal 27 - d2e1cb6e52a0361b. Mean loss in evaluation epoch: 0.37589898705482483, epochs needed: 40
evaluating individudal 28 - 7f7b4405f78a7a30. Mean loss in evaluation epoch: 0.38058897852897644, epochs needed: 40
evaluating individudal 29 - 146e33aeaf18a738. Mean loss in evaluation epoch: 0.37721922993659973, epochs needed: 40
evaluating individudal 30 - 349766147bd9201b. Mean loss in evaluation epoch: 0.3794821798801422, epochs needed: 40
evaluating individudal 31 - 4d2b0a12ca92f8f3. Mean loss in evaluation epoch: 0.3817986845970154, epochs needed: 40
evaluating individudal 32 - 89df21e0ff75ee1e. Mean loss in evaluation epoch: 0.37973251938819885, epochs needed: 40
evaluating individudal 33 - 2ca0ac2970ed183e. Mean loss in evaluation epoch: 0.3854498863220215, epochs needed: 40
evaluating individudal 34 - 10a84baf020b39a7. Mean loss in evaluation epoch: 0.3851737976074219, epochs needed: 40
evaluating individudal 35 - 2cc9208dc0a81e47. Mean loss in evaluation epoch: 0.3862585127353668, epochs needed: 40
evaluating individudal 36 - 58325b9f1ba9b82b. Mean loss in evaluation epoch: 0.3815368711948395, epochs needed: 40
evaluating individudal 37 - a804450111aae248. Mean loss in evaluation epoch: 0.3791332244873047, epochs needed: 40
evaluating individudal 38 - a65875d4987b6a06. Mean loss in evaluation epoch: 0.37893056869506836, epochs needed: 40
evaluating individudal 39 - 04f5d16b3554cdf0. Mean loss in evaluation epoch: 0.385970801115036, epochs needed: 40
evaluating individudal 0 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3717449903488159, epochs needed: 40
evaluating individudal 1 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.371945858001709, epochs needed: 40
evaluating individudal 2 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37200894951820374, epochs needed: 40
evaluating individudal 3 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3718158006668091, epochs needed: 40
evaluating individudal 4 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.371997207403183, epochs needed: 40
evaluating individudal 5 - 0aceb0a7943fb25e. Mean loss in evaluation epoch: 0.37221160531044006, epochs needed: 40
evaluating individudal 6 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.37281936407089233, epochs needed: 40
evaluating individudal 7 - a7d5127ae6c741f2. Mean loss in evaluation epoch: 0.3729667663574219, epochs needed: 40
evaluating individudal 8 - 8ef8408d4e006183. Mean loss in evaluation epoch: 0.3725736141204834, epochs needed: 40
evaluating individudal 9 - 0aceb0a7943fb25e. Mean loss in evaluation epoch: 0.3721829056739807, epochs needed: 40
Round 36 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c7cc2e5aaa95c0cd, num_times_seen_before: 24
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.3717449903488159
Timestamp: 18407.079089813997
---------------------------------------------------------------
evaluating individudal 0 - edaded629f69bfaa. Mean loss in evaluation epoch: 0.3780885636806488, epochs needed: 40
evaluating individudal 1 - 816900bc3be543a3. Mean loss in evaluation epoch: 0.3824334740638733, epochs needed: 40
evaluating individudal 2 - eecd6ac83ff0d3e8. Mean loss in evaluation epoch: 0.3811168968677521, epochs needed: 40
evaluating individudal 3 - ca8c390867823818. Mean loss in evaluation epoch: 0.37789955735206604, epochs needed: 40
evaluating individudal 4 - 50ae639d52a7f4c5. Mean loss in evaluation epoch: 0.3768734633922577, epochs needed: 40
evaluating individudal 5 - 5906298401104c79. Mean loss in evaluation epoch: 0.3817223012447357, epochs needed: 40
evaluating individudal 6 - d0b47f2e3c87ed14. Mean loss in evaluation epoch: 0.37991249561309814, epochs needed: 40
evaluating individudal 7 - d3e6a482ee58a0a0. Mean loss in evaluation epoch: 0.3835452198982239, epochs needed: 40
evaluating individudal 8 - a7056cef0a369b4b. Mean loss in evaluation epoch: 0.3810824155807495, epochs needed: 40
evaluating individudal 9 - 5bff7c0f556b3b61. Mean loss in evaluation epoch: 0.384877473115921, epochs needed: 40
evaluating individudal 10 - b314f6d4b52bd8be. Mean loss in evaluation epoch: 0.38243117928504944, epochs needed: 40
evaluating individudal 11 - a2711fe5309e8c0d. Mean loss in evaluation epoch: 0.3786623775959015, epochs needed: 40
evaluating individudal 12 - d270775c13bbcc6f. Mean loss in evaluation epoch: 0.3824883699417114, epochs needed: 40
evaluating individudal 13 - 4433c7dc95bc09fe. Mean loss in evaluation epoch: 0.38153669238090515, epochs needed: 40
evaluating individudal 14 - 2f83d1580e24f3f1. Mean loss in evaluation epoch: 0.37556591629981995, epochs needed: 40
evaluating individudal 15 - e5374c347a97d539. Mean loss in evaluation epoch: 0.3795050084590912, epochs needed: 40
evaluating individudal 16 - 2435db78a7f55114. Mean loss in evaluation epoch: 0.3798021972179413, epochs needed: 40
evaluating individudal 17 - eaecb33b2dac2daf. Mean loss in evaluation epoch: 0.3835660517215729, epochs needed: 40
evaluating individudal 18 - 25e65f1fe7431299. Mean loss in evaluation epoch: 0.3754270076751709, epochs needed: 40
evaluating individudal 19 - bbdeddd86575ed28. Mean loss in evaluation epoch: 0.3779619634151459, epochs needed: 40
evaluating individudal 20 - d6c545e074a07323. Mean loss in evaluation epoch: 0.3842836618423462, epochs needed: 40
evaluating individudal 21 - a3ce14c244d4b15a. Mean loss in evaluation epoch: 0.3809950649738312, epochs needed: 40
evaluating individudal 22 - 3e7588e9800f82aa. Mean loss in evaluation epoch: 0.37693753838539124, epochs needed: 40
evaluating individudal 23 - be6fc0d4ca2aec69. Mean loss in evaluation epoch: 0.37515440583229065, epochs needed: 40
evaluating individudal 24 - e729c8749e7b1b73. Mean loss in evaluation epoch: 0.3834880292415619, epochs needed: 40
evaluating individudal 25 - 25a957c23e97516c. Mean loss in evaluation epoch: 0.38132742047309875, epochs needed: 40
evaluating individudal 26 - dfbb8fc14e3f52be. Mean loss in evaluation epoch: 0.38371536135673523, epochs needed: 40
evaluating individudal 27 - 42cbe0fe0a380dce. Mean loss in evaluation epoch: 0.37668317556381226, epochs needed: 40
evaluating individudal 28 - 251ee86f0696f356. Mean loss in evaluation epoch: 0.37973707914352417, epochs needed: 40
evaluating individudal 29 - 02710bbfe46f8374. Mean loss in evaluation epoch: 0.3805842399597168, epochs needed: 40
evaluating individudal 30 - 0cb0b997d407345d. Mean loss in evaluation epoch: 0.3823384642601013, epochs needed: 40
evaluating individudal 31 - 39f903b474a20aa5. Mean loss in evaluation epoch: 0.3800915479660034, epochs needed: 40
evaluating individudal 32 - 2116fea18e12b461. Mean loss in evaluation epoch: 0.38365501165390015, epochs needed: 40
evaluating individudal 33 - 219c29bb7bab90d5. Mean loss in evaluation epoch: 0.38040459156036377, epochs needed: 40
evaluating individudal 34 - 9eb5bf9bfb1f4e8e. Mean loss in evaluation epoch: 0.3756715655326843, epochs needed: 40
evaluating individudal 35 - 4e976404d7b2ab03. Mean loss in evaluation epoch: 0.37702029943466187, epochs needed: 40
evaluating individudal 36 - 8eb0d0730a4d2377. Mean loss in evaluation epoch: 0.3741348087787628, epochs needed: 40
evaluating individudal 37 - b0dcabd04b621891. Mean loss in evaluation epoch: 0.382405549287796, epochs needed: 40
evaluating individudal 38 - 5e9b85d3548fd877. Mean loss in evaluation epoch: 0.3741369843482971, epochs needed: 40
evaluating individudal 39 - d37c685796d3b37e. Mean loss in evaluation epoch: 0.3813555836677551, epochs needed: 40
evaluating individudal 0 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37268438935279846, epochs needed: 40
evaluating individudal 1 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37157365679740906, epochs needed: 40
evaluating individudal 2 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37189728021621704, epochs needed: 40
evaluating individudal 3 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37137824296951294, epochs needed: 40
evaluating individudal 4 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3716542720794678, epochs needed: 40
evaluating individudal 5 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.3723023235797882, epochs needed: 40
evaluating individudal 6 - 0aceb0a7943fb25e. Mean loss in evaluation epoch: 0.37275293469429016, epochs needed: 40
evaluating individudal 7 - 0aceb0a7943fb25e. Mean loss in evaluation epoch: 0.3720760941505432, epochs needed: 40
evaluating individudal 8 - 8ef8408d4e006183. Mean loss in evaluation epoch: 0.37264305353164673, epochs needed: 40
evaluating individudal 9 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.37322965264320374, epochs needed: 40
Round 37 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c7cc2e5aaa95c0cd, num_times_seen_before: 25
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.37137824296951294
Timestamp: 18915.208048001004
---------------------------------------------------------------
evaluating individudal 0 - 833596faf95280da. Mean loss in evaluation epoch: 0.3767615556716919, epochs needed: 40
evaluating individudal 1 - 0480b0048daaf807. Mean loss in evaluation epoch: 0.380357950925827, epochs needed: 40
evaluating individudal 2 - 4aaf6fdf2fb3eb9b. Mean loss in evaluation epoch: 0.38927462697029114, epochs needed: 40
evaluating individudal 3 - 250b8589ec7d159f. Mean loss in evaluation epoch: 0.3778074085712433, epochs needed: 40
evaluating individudal 4 - afca560d5d5bfbcf. Mean loss in evaluation epoch: 0.3759203255176544, epochs needed: 40
evaluating individudal 5 - c602375400e70938. Mean loss in evaluation epoch: 0.37675270438194275, epochs needed: 40
evaluating individudal 6 - 69d6b234dc15a4f9. Mean loss in evaluation epoch: 0.3783782124519348, epochs needed: 40
evaluating individudal 7 - e544e9566771ac42. Mean loss in evaluation epoch: 0.37761878967285156, epochs needed: 40
evaluating individudal 8 - a3543d35d918dfbe. Mean loss in evaluation epoch: 0.3771543502807617, epochs needed: 40
evaluating individudal 9 - 47ded35dd47f9401. Mean loss in evaluation epoch: 0.37822726368904114, epochs needed: 40
evaluating individudal 10 - 10da00ac7f78c528. Mean loss in evaluation epoch: 0.37782272696495056, epochs needed: 40
evaluating individudal 11 - 5a5e8849d4eeb645. Mean loss in evaluation epoch: 0.3790105879306793, epochs needed: 40
evaluating individudal 12 - d4568d364427ccfb. Mean loss in evaluation epoch: 0.38669687509536743, epochs needed: 40
evaluating individudal 13 - f9908a479540f49b. Mean loss in evaluation epoch: 0.37794578075408936, epochs needed: 40
evaluating individudal 14 - 68bbd7f2784159d0. Mean loss in evaluation epoch: 0.38480716943740845, epochs needed: 40
evaluating individudal 15 - 5e0e613ca775b2c6. Mean loss in evaluation epoch: 0.3763754069805145, epochs needed: 40
evaluating individudal 16 - 8846b4530d71ceba. Mean loss in evaluation epoch: 0.3792046308517456, epochs needed: 40
evaluating individudal 17 - 078b4c35006eb154. Mean loss in evaluation epoch: 0.3752073645591736, epochs needed: 40
evaluating individudal 18 - 5a3ae5d6ab004c3e. Mean loss in evaluation epoch: 0.3808504343032837, epochs needed: 40
evaluating individudal 19 - fb7a58842575f2a9. Mean loss in evaluation epoch: 0.37749814987182617, epochs needed: 40
evaluating individudal 20 - b21e40fe53eb6a49. Mean loss in evaluation epoch: 0.38114413619041443, epochs needed: 40
