num samples: 10000
NUM_TRAIN_SAMPLES: 9999
NUM_TRAIN_BATCHES: 100
NUM_TEST_SAMPLES: 9999
NUM_TEST_BATCHES: 100
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 20
IS_CONTINUOUS: False
USE_MAX: False
../data/final/netrd/SIS/timeseries_ba20_10k_0.1.pickle
../data/final/edges_ba20.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 20
NUM_DYN_EPOCHS_INIT: 20
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 1
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: timeseries
--------------------- Start training ------------------------
evaluating individudal 0 - 4e763b292d202e7e. Mean loss in evaluation epoch: 0.3229973018169403, epochs needed: 20
evaluating individudal 12 - 8f641b56297d98cb. Mean loss in evaluation epoch: 0.3178599178791046, epochs needed: 20
evaluating individudal 13 - 16bd2dfd47b2afb1. Mean loss in evaluation epoch: 0.3194836676120758, epochs needed: 20
evaluating individudal 14 - 63d10c2c8e97dfff. Mean loss in evaluation epoch: 0.31845521926879883, epochs needed: 20
evaluating individudal 15 - 84df72c96c8103eb. Mean loss in evaluation epoch: 0.3180597722530365, epochs needed: 20
evaluating individudal 16 - bb8b1a34182a5726. Mean loss in evaluation epoch: 0.3176248371601105, epochs needed: 20
evaluating individudal 17 - 91a0bc1b30bc2be0. Mean loss in evaluation epoch: 0.3192184865474701, epochs needed: 20
evaluating individudal 18 - ef19ac7cd8971eee. Mean loss in evaluation epoch: 0.31742042303085327, epochs needed: 20
evaluating individudal 19 - ae3ca5467e77badf. Mean loss in evaluation epoch: 0.3177255392074585, epochs needed: 20
evaluating individudal 20 - 080fd883fb3b0fe0. Mean loss in evaluation epoch: 0.3170236051082611, epochs needed: 20
evaluating individudal 21 - 9e869673d19ace46. Mean loss in evaluation epoch: 0.31684166193008423, epochs needed: 20
evaluating individudal 22 - cfd435e582a60a03. Mean loss in evaluation epoch: 0.31817764043807983, epochs needed: 20
evaluating individudal 23 - d165263fec7cc526. Mean loss in evaluation epoch: 0.3188343644142151, epochs needed: 20
evaluating individudal 24 - e5bbcde86a9c95ff. Mean loss in evaluation epoch: 0.3177565634250641, epochs needed: 20
evaluating individudal 25 - 9c2bc908a889e52a. Mean loss in evaluation epoch: 0.31847718358039856, epochs needed: 20
evaluating individudal 26 - bd70a174146adc36. Mean loss in evaluation epoch: 0.31936269998550415, epochs needed: 20
evaluating individudal 27 - bd7a67ef074b91c5. Mean loss in evaluation epoch: 0.3182738721370697, epochs needed: 20
evaluating individudal 28 - e2e071c23818adbe. Mean loss in evaluation epoch: 0.3185563087463379, epochs needed: 20
evaluating individudal 29 - 81f5f8774027174d. Mean loss in evaluation epoch: 0.31716763973236084, epochs needed: 20
evaluating individudal 30 - 14c3301cbd7ce5df. Mean loss in evaluation epoch: 0.31788328289985657, epochs needed: 20
evaluating individudal 31 - b3abe368bf53da16. Mean loss in evaluation epoch: 0.3183726668357849, epochs needed: 20
evaluating individudal 32 - 33c1eaa98af62609. Mean loss in evaluation epoch: 0.31907618045806885, epochs needed: 20
evaluating individudal 33 - 5eb0c842726bdee5. Mean loss in evaluation epoch: 0.3197843134403229, epochs needed: 20
evaluating individudal 34 - 674f67e48f769042. Mean loss in evaluation epoch: 0.3183465898036957, epochs needed: 20
evaluating individudal 35 - 5dcdebd2a8dae1ff. Mean loss in evaluation epoch: 0.31771230697631836, epochs needed: 20
evaluating individudal 36 - c1aafc465fdc20ff. Mean loss in evaluation epoch: 0.3173757493495941, epochs needed: 20
evaluating individudal 37 - e0af93e8532c094a. Mean loss in evaluation epoch: 0.3182923495769501, epochs needed: 20
evaluating individudal 38 - 5bc310e919f221d2. Mean loss in evaluation epoch: 0.318827360868454, epochs needed: 20
evaluating individudal 39 - a63b42793d4454b4. Mean loss in evaluation epoch: 0.3187711536884308, epochs needed: 20
evaluating individudal 0 - 8a87dc6a2d231099. Mean loss in evaluation epoch: 0.3164127469062805, epochs needed: 20
evaluating individudal 1 - 9be12d1e0635a056. Mean loss in evaluation epoch: 0.31658583879470825, epochs needed: 20
evaluating individudal 2 - 7559ee8acd05517c. Mean loss in evaluation epoch: 0.3173922598361969, epochs needed: 20
evaluating individudal 3 - 62f7b84b72557c0c. Mean loss in evaluation epoch: 0.3168794512748718, epochs needed: 20
evaluating individudal 4 - 7f5f11571e09a6a1. Mean loss in evaluation epoch: 0.3170730173587799, epochs needed: 20
evaluating individudal 5 - 601bfe2df9c80ab6. Mean loss in evaluation epoch: 0.3175322711467743, epochs needed: 20
evaluating individudal 6 - aee04db4601c32e0. Mean loss in evaluation epoch: 0.31753280758857727, epochs needed: 20
evaluating individudal 7 - 14043f9e8ae0cee1. Mean loss in evaluation epoch: 0.3175998330116272, epochs needed: 20
evaluating individudal 8 - e6d7f9ff4ba51c48. Mean loss in evaluation epoch: 0.3176001012325287, epochs needed: 20
evaluating individudal 9 - ea039b70be640b3d. Mean loss in evaluation epoch: 0.3169170022010803, epochs needed: 20
Round 14 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 8a87dc6a2d231099, num_times_seen_before: 2
ACC: 0.5421052631578948
TPR/FPR: 0.3611111111111111, 0.4155844155844156
Loss: 0.3164127469062805
Timestamp: 7237.601699770996
---------------------------------------------------------------
evaluating individudal 0 - e919f43315976187. Mean loss in evaluation epoch: 0.3173171281814575, epochs needed: 20
evaluating individudal 1 - a851225a2f8d541c. Mean loss in evaluation epoch: 0.3177548050880432, epochs needed: 20
evaluating individudal 2 - 5321198ea352f7f4. Mean loss in evaluation epoch: 0.31744319200515747, epochs needed: 20
evaluating individudal 3 - 5c1ad035d31023bf. Mean loss in evaluation epoch: 0.3184729516506195, epochs needed: 20
evaluating individudal 4 - 51ff5733cd34a78e. Mean loss in evaluation epoch: 0.31940537691116333, epochs needed: 20
evaluating individudal 5 - 02f4ee0ca0471276. Mean loss in evaluation epoch: 0.3178769052028656, epochs needed: 20
evaluating individudal 6 - a2fe2b11dc060735. Mean loss in evaluation epoch: 0.31804341077804565, epochs needed: 20
evaluating individudal 7 - b04a83081bde6149. Mean loss in evaluation epoch: 0.31787732243537903, epochs needed: 20
evaluating individudal 8 - a2c0722a1cb9ee5b. Mean loss in evaluation epoch: 0.3168790340423584, epochs needed: 20
evaluating individudal 9 - 70f3fbca92653119. Mean loss in evaluation epoch: 0.3207423985004425, epochs needed: 20
evaluating individudal 10 - c8d942fbc317987a. Mean loss in evaluation epoch: 0.31880876421928406, epochs needed: 20
evaluating individudal 11 - ac778851882d0689. Mean loss in evaluation epoch: 0.31817060708999634, epochs needed: 20
evaluating individudal 12 - ab54448c3c520a09. Mean loss in evaluation epoch: 0.3181473910808563, epochs needed: 20
evaluating individudal 13 - 5f069cf014d4d1df. Mean loss in evaluation epoch: 0.31818047165870667, epochs needed: 20
evaluating individudal 14 - 2f4444e4c06bca4a. Mean loss in evaluation epoch: 0.3167673945426941, epochs needed: 20
evaluating individudal 15 - cdcb55feb3f3440e. Mean loss in evaluation epoch: 0.31743094325065613, epochs needed: 20
evaluating individudal 16 - 288a73a455bc45b5. Mean loss in evaluation epoch: 0.3180994391441345, epochs needed: 20
evaluating individudal 17 - 5fd5211b33a58bbe. Mean loss in evaluation epoch: 0.3183586299419403, epochs needed: 20
evaluating individudal 18 - b472bd8fa3c3b32b. Mean loss in evaluation epoch: 0.317473828792572, epochs needed: 20
evaluating individudal 19 - 73453361bfb2f47f. Mean loss in evaluation epoch: 0.3184143304824829, epochs needed: 20
evaluating individudal 20 - 52b2325feb1cd47f. Mean loss in evaluation epoch: 0.31743720173835754, epochs needed: 20
evaluating individudal 21 - 32cc30c54a0e0ce4. Mean loss in evaluation epoch: 0.31753578782081604, epochs needed: 20
evaluating individudal 22 - 6c22e057e1ea8588. Mean loss in evaluation epoch: 0.31936779618263245, epochs needed: 20
evaluating individudal 23 - e28a1b23d595ab39. Mean loss in evaluation epoch: 0.31764915585517883, epochs needed: 20
evaluating individudal 24 - 4206c5bca7cd5f2d. Mean loss in evaluation epoch: 0.3174287974834442, epochs needed: 20
evaluating individudal 25 - efbed89b7e4ea22a. Mean loss in evaluation epoch: 0.3184047341346741, epochs needed: 20
evaluating individudal 26 - 5cab898a2fd4ed1e. Mean loss in evaluation epoch: 0.31694963574409485, epochs needed: 20
evaluating individudal 27 - fc15328c4a4c61d9. Mean loss in evaluation epoch: 0.3177039623260498, epochs needed: 20
evaluating individudal 28 - 050dc0b47590f593. Mean loss in evaluation epoch: 0.31771478056907654, epochs needed: 20
evaluating individudal 29 - c1bd4617196d4a88. Mean loss in evaluation epoch: 0.3180848956108093, epochs needed: 20
evaluating individudal 30 - 971db62afebd992f. Mean loss in evaluation epoch: 0.31843483448028564, epochs needed: 20
evaluating individudal 31 - 547b59520d9ee162. Mean loss in evaluation epoch: 0.3192594349384308, epochs needed: 20
evaluating individudal 32 - 3191a1e7abb19a1b. Mean loss in evaluation epoch: 0.31821951270103455, epochs needed: 20
evaluating individudal 33 - ecf186da16ff9d71. Mean loss in evaluation epoch: 0.3180169463157654, epochs needed: 20
evaluating individudal 34 - 625a4201ae920d78. Mean loss in evaluation epoch: 0.31846821308135986, epochs needed: 20
evaluating individudal 35 - f41753b3443c37db. Mean loss in evaluation epoch: 0.31861162185668945, epochs needed: 20
evaluating individudal 36 - c5d3d4727f4bf8ae. Mean loss in evaluation epoch: 0.3172871768474579, epochs needed: 20
evaluating individudal 37 - c4aee4bf8c2787d5. Mean loss in evaluation epoch: 0.3196122348308563, epochs needed: 20
evaluating individudal 38 - 007872c53554551a. Mean loss in evaluation epoch: 0.3181857764720917, epochs needed: 20
evaluating individudal 39 - 9c663de92d2633a1. Mean loss in evaluation epoch: 0.317645400762558, epochs needed: 20
evaluating individudal 0 - 8a87dc6a2d231099. Mean loss in evaluation epoch: 0.3166762590408325, epochs needed: 20
evaluating individudal 1 - 9be12d1e0635a056. Mean loss in evaluation epoch: 0.31657925248146057, epochs needed: 20
evaluating individudal 2 - 9e869673d19ace46. Mean loss in evaluation epoch: 0.31681856513023376, epochs needed: 20
evaluating individudal 3 - 62f7b84b72557c0c. Mean loss in evaluation epoch: 0.31691473722457886, epochs needed: 20
evaluating individudal 4 - ea039b70be640b3d. Mean loss in evaluation epoch: 0.3169913589954376, epochs needed: 20
evaluating individudal 5 - 080fd883fb3b0fe0. Mean loss in evaluation epoch: 0.316893607378006, epochs needed: 20
evaluating individudal 6 - 7f5f11571e09a6a1. Mean loss in evaluation epoch: 0.3172151446342468, epochs needed: 20
evaluating individudal 7 - c98431fa26f3ee78. Mean loss in evaluation epoch: 0.31834661960601807, epochs needed: 20
evaluating individudal 8 - 1ec35cce14780eba. Mean loss in evaluation epoch: 0.31716254353523254, epochs needed: 20
evaluating individudal 9 - 81f5f8774027174d. Mean loss in evaluation epoch: 0.3171083331108093, epochs needed: 20
Round 15 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 9be12d1e0635a056, num_times_seen_before: 0
ACC: 0.531578947368421
TPR/FPR: 0.3888888888888889, 0.43506493506493504
Loss: 0.31657925248146057
Timestamp: 7757.690356760999
---------------------------------------------------------------
evaluating individudal 0 - 62291452792e3df3. Mean loss in evaluation epoch: 0.31810063123703003, epochs needed: 20
evaluating individudal 1 - a5d3049e77d74987. Mean loss in evaluation epoch: 0.3185790181159973, epochs needed: 20
evaluating individudal 2 - dfdb018c47d52b7b. Mean loss in evaluation epoch: 0.31952452659606934, epochs needed: 20
evaluating individudal 3 - 710f51b191f34453. Mean loss in evaluation epoch: 0.31825149059295654, epochs needed: 20
evaluating individudal 4 - 91296fa4c8f25035. Mean loss in evaluation epoch: 0.31861475110054016, epochs needed: 20
evaluating individudal 5 - de02a910fdf7b7d8. Mean loss in evaluation epoch: 0.316566526889801, epochs needed: 20
evaluating individudal 6 - 4bf8c34ed53649da. Mean loss in evaluation epoch: 0.3199935853481293, epochs needed: 20
evaluating individudal 7 - c1bece96d3333a67. Mean loss in evaluation epoch: 0.3191355764865875, epochs needed: 20
evaluating individudal 8 - 2ed959182cf599b4. Mean loss in evaluation epoch: 0.3193840980529785, epochs needed: 20
evaluating individudal 9 - 35071ba20a98a10f. Mean loss in evaluation epoch: 0.31843748688697815, epochs needed: 20
evaluating individudal 10 - 63168daf69d75f15. Mean loss in evaluation epoch: 0.3169395625591278, epochs needed: 20
evaluating individudal 11 - 93a4bfe1a3c11093. Mean loss in evaluation epoch: 0.31889015436172485, epochs needed: 20
evaluating individudal 12 - d7524b23fc405508. Mean loss in evaluation epoch: 0.3189200460910797, epochs needed: 20
evaluating individudal 13 - c861d46184b5e4c6. Mean loss in evaluation epoch: 0.3171556293964386, epochs needed: 20
evaluating individudal 14 - 5934bc04977ee597. Mean loss in evaluation epoch: 0.3200443983078003, epochs needed: 20
evaluating individudal 15 - 516a22c8eb56cb69. Mean loss in evaluation epoch: 0.31887489557266235, epochs needed: 20
evaluating individudal 16 - db981fe97de96934. Mean loss in evaluation epoch: 0.31752970814704895, epochs needed: 20
evaluating individudal 17 - e304058a30bc873a. Mean loss in evaluation epoch: 0.31897300481796265, epochs needed: 20
evaluating individudal 18 - 15bd9128f970da76. Mean loss in evaluation epoch: 0.3174287676811218, epochs needed: 20
evaluating individudal 19 - d8671ddc8f572ef6. Mean loss in evaluation epoch: 0.3195556104183197, epochs needed: 20
evaluating individudal 20 - e681309056f43585. Mean loss in evaluation epoch: 0.31722182035446167, epochs needed: 20
evaluating individudal 21 - e728c58995f6a774. Mean loss in evaluation epoch: 0.31877508759498596, epochs needed: 20
evaluating individudal 22 - e1721388b2b601db. Mean loss in evaluation epoch: 0.3199016749858856, epochs needed: 20
evaluating individudal 23 - a7e09ff0b816e28c. Mean loss in evaluation epoch: 0.3186362087726593, epochs needed: 20
evaluating individudal 24 - 54914eee8caa7d7f. Mean loss in evaluation epoch: 0.3171103298664093, epochs needed: 20
evaluating individudal 25 - 25533f9d88fd3ccc. Mean loss in evaluation epoch: 0.31753695011138916, epochs needed: 20
evaluating individudal 26 - ac958eaa97b9e8f2. Mean loss in evaluation epoch: 0.3183239996433258, epochs needed: 20
evaluating individudal 27 - 4b18a3f7b77d1032. Mean loss in evaluation epoch: 0.3186798691749573, epochs needed: 20
evaluating individudal 28 - 79df7234b0078295. Mean loss in evaluation epoch: 0.3181227445602417, epochs needed: 20
evaluating individudal 29 - 44f9a62863d7071d. Mean loss in evaluation epoch: 0.31679362058639526, epochs needed: 20
evaluating individudal 30 - 53bc1a255e9f2076. Mean loss in evaluation epoch: 0.31815487146377563, epochs needed: 20
evaluating individudal 31 - d688d3d1aacb66fb. Mean loss in evaluation epoch: 0.31894057989120483, epochs needed: 20
evaluating individudal 32 - 3d08efd7097d86b1. Mean loss in evaluation epoch: 0.3182409405708313, epochs needed: 20
evaluating individudal 33 - fcfd5cbb548c9c58. Mean loss in evaluation epoch: 0.3197469115257263, epochs needed: 20
evaluating individudal 34 - 33578e9fc07ab369. Mean loss in evaluation epoch: 0.318496972322464, epochs needed: 20
evaluating individudal 35 - dc0c2df0e8325831. Mean loss in evaluation epoch: 0.31991705298423767, epochs needed: 20
evaluating individudal 36 - 85a3d051c53f91c2. Mean loss in evaluation epoch: 0.31704455614089966, epochs needed: 20
evaluating individudal 37 - cbe7d8c51fd7910f. Mean loss in evaluation epoch: 0.3172926604747772, epochs needed: 20
evaluating individudal 38 - a38e1566fd4f95f0. Mean loss in evaluation epoch: 0.31821703910827637, epochs needed: 20
evaluating individudal 39 - 205aacd9cfc6622b. Mean loss in evaluation epoch: 0.31731393933296204, epochs needed: 20
evaluating individudal 0 - 9be12d1e0635a056. Mean loss in evaluation epoch: 0.31665343046188354, epochs needed: 20
evaluating individudal 1 - 8a87dc6a2d231099. Mean loss in evaluation epoch: 0.31682366132736206, epochs needed: 20
evaluating individudal 2 - 2f4444e4c06bca4a. Mean loss in evaluation epoch: 0.31686773896217346, epochs needed: 20
evaluating individudal 3 - 9e869673d19ace46. Mean loss in evaluation epoch: 0.3167945146560669, epochs needed: 20
evaluating individudal 4 - a2c0722a1cb9ee5b. Mean loss in evaluation epoch: 0.31690219044685364, epochs needed: 20
evaluating individudal 5 - 080fd883fb3b0fe0. Mean loss in evaluation epoch: 0.3178862929344177, epochs needed: 20
evaluating individudal 6 - 62f7b84b72557c0c. Mean loss in evaluation epoch: 0.31687822937965393, epochs needed: 20
evaluating individudal 7 - 5cab898a2fd4ed1e. Mean loss in evaluation epoch: 0.31649890542030334, epochs needed: 20
evaluating individudal 8 - ea039b70be640b3d. Mean loss in evaluation epoch: 0.31661999225616455, epochs needed: 20
evaluating individudal 9 - 81f5f8774027174d. Mean loss in evaluation epoch: 0.3169060945510864, epochs needed: 20
Round 16 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 5cab898a2fd4ed1e, num_times_seen_before: 0
ACC: 0.531578947368421
TPR/FPR: 0.3055555555555556, 0.4155844155844156
Loss: 0.31649890542030334
Timestamp: 8275.910670648998
---------------------------------------------------------------
evaluating individudal 0 - d7faf6d40e8a823f. Mean loss in evaluation epoch: 0.3183417022228241, epochs needed: 20
evaluating individudal 1 - 04c777eb4afde588. Mean loss in evaluation epoch: 0.31737232208251953, epochs needed: 20
evaluating individudal 2 - 971dc860d42f0409. Mean loss in evaluation epoch: 0.3207663297653198, epochs needed: 20
evaluating individudal 3 - 230d27000e1139d3. Mean loss in evaluation epoch: 0.3205781579017639, epochs needed: 20
evaluating individudal 4 - 29483d7321c83f9b. Mean loss in evaluation epoch: 0.31879812479019165, epochs needed: 20
evaluating individudal 5 - ca1d886aab28a47f. Mean loss in evaluation epoch: 0.31874826550483704, epochs needed: 20
evaluating individudal 6 - 0cdadd4c8895ed90. Mean loss in evaluation epoch: 0.31883135437965393, epochs needed: 20
evaluating individudal 7 - 248628f7569ab915. Mean loss in evaluation epoch: 0.318485826253891, epochs needed: 20
evaluating individudal 8 - e7e96ebdfc1356f6. Mean loss in evaluation epoch: 0.3181193768978119, epochs needed: 20
evaluating individudal 9 - 4edd844f3ba03ea1. Mean loss in evaluation epoch: 0.3203778862953186, epochs needed: 20
evaluating individudal 10 - e2692b9d19ac1aea. Mean loss in evaluation epoch: 0.32070213556289673, epochs needed: 20
evaluating individudal 11 - 2455dd65d6964e65. Mean loss in evaluation epoch: 0.3194882273674011, epochs needed: 20
evaluating individudal 12 - 923f364786ea88d3. Mean loss in evaluation epoch: 0.3187360167503357, epochs needed: 20
evaluating individudal 13 - 8c22812534afe313. Mean loss in evaluation epoch: 0.3185926675796509, epochs needed: 20
evaluating individudal 14 - b6fde410cfa20710. Mean loss in evaluation epoch: 0.3183060586452484, epochs needed: 20
evaluating individudal 15 - 8d0824a5b61fb3ee. Mean loss in evaluation epoch: 0.32040706276893616, epochs needed: 20
evaluating individudal 16 - bc66280188e91f00. Mean loss in evaluation epoch: 0.3181019425392151, epochs needed: 20
evaluating individudal 17 - 59834ad205d32f39. Mean loss in evaluation epoch: 0.3178442418575287, epochs needed: 20
evaluating individudal 18 - fab0dd245736ae2f. Mean loss in evaluation epoch: 0.31952187418937683, epochs needed: 20
evaluating individudal 19 - e3ba24bcd35767b7. Mean loss in evaluation epoch: 0.31886160373687744, epochs needed: 20
evaluating individudal 20 - 75358efa08274a63. Mean loss in evaluation epoch: 0.3183363974094391, epochs needed: 20
evaluating individudal 21 - 4b07b3dd7136821c. Mean loss in evaluation epoch: 0.3202469050884247, epochs needed: 20
evaluating individudal 22 - e1233478121ccdd7. Mean loss in evaluation epoch: 0.31811583042144775, epochs needed: 20
evaluating individudal 23 - 1811b19bdcb86d8d. Mean loss in evaluation epoch: 0.318570613861084, epochs needed: 20
evaluating individudal 24 - 3310e574a85f661b. Mean loss in evaluation epoch: 0.3198222517967224, epochs needed: 20
evaluating individudal 25 - 831e2352f9f97a6b. Mean loss in evaluation epoch: 0.3178240656852722, epochs needed: 20
evaluating individudal 26 - 30e60d717416f53f. Mean loss in evaluation epoch: 0.3180120289325714, epochs needed: 20
evaluating individudal 27 - 38a7b511a461b526. Mean loss in evaluation epoch: 0.3189774751663208, epochs needed: 20
evaluating individudal 28 - 083951038bbd5dec. Mean loss in evaluation epoch: 0.3183676600456238, epochs needed: 20
evaluating individudal 29 - efaf28213708b443. Mean loss in evaluation epoch: 0.31850486993789673, epochs needed: 20
evaluating individudal 30 - 57b822601ac1f258. Mean loss in evaluation epoch: 0.31828397512435913, epochs needed: 20
evaluating individudal 31 - 0a62970ee2575f62. Mean loss in evaluation epoch: 0.3190211355686188, epochs needed: 20
evaluating individudal 32 - 582a893d36fef515. Mean loss in evaluation epoch: 0.3174901604652405, epochs needed: 20
evaluating individudal 33 - e25068ba6350f9e7. Mean loss in evaluation epoch: 0.3182353973388672, epochs needed: 20
evaluating individudal 34 - ef036df48cbcfb73. Mean loss in evaluation epoch: 0.3184356093406677, epochs needed: 20
evaluating individudal 35 - f0af87a02d186a7f. Mean loss in evaluation epoch: 0.32145926356315613, epochs needed: 20
evaluating individudal 36 - 0740c38d08bacbc0. Mean loss in evaluation epoch: 0.31919369101524353, epochs needed: 20
evaluating individudal 37 - 544e9350b9154949. Mean loss in evaluation epoch: 0.32026800513267517, epochs needed: 20
evaluating individudal 38 - da373af51241730a. Mean loss in evaluation epoch: 0.3208216726779938, epochs needed: 20
evaluating individudal 39 - 314c29ab1d03fd08. Mean loss in evaluation epoch: 0.3196992874145508, epochs needed: 20
evaluating individudal 0 - 5cab898a2fd4ed1e. Mean loss in evaluation epoch: 0.3167192339897156, epochs needed: 20
evaluating individudal 1 - de02a910fdf7b7d8. Mean loss in evaluation epoch: 0.31659528613090515, epochs needed: 20
evaluating individudal 2 - ea039b70be640b3d. Mean loss in evaluation epoch: 0.3175533711910248, epochs needed: 20
evaluating individudal 3 - 9be12d1e0635a056. Mean loss in evaluation epoch: 0.3168979585170746, epochs needed: 20
evaluating individudal 4 - 44f9a62863d7071d. Mean loss in evaluation epoch: 0.31670403480529785, epochs needed: 20
evaluating individudal 5 - 9e869673d19ace46. Mean loss in evaluation epoch: 0.3169582784175873, epochs needed: 20
evaluating individudal 6 - 8a87dc6a2d231099. Mean loss in evaluation epoch: 0.3169179856777191, epochs needed: 20
evaluating individudal 7 - 2f4444e4c06bca4a. Mean loss in evaluation epoch: 0.31689339876174927, epochs needed: 20
evaluating individudal 8 - 62f7b84b72557c0c. Mean loss in evaluation epoch: 0.3168871998786926, epochs needed: 20
evaluating individudal 9 - a2c0722a1cb9ee5b. Mean loss in evaluation epoch: 0.3167910873889923, epochs needed: 20
Round 17 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: de02a910fdf7b7d8, num_times_seen_before: 0
ACC: 0.6105263157894737
TPR/FPR: 0.3333333333333333, 0.3246753246753247
Loss: 0.31659528613090515
Timestamp: 8783.249089200996
---------------------------------------------------------------
evaluating individudal 0 - ba64244eb1e88591. Mean loss in evaluation epoch: 0.3200434148311615, epochs needed: 20
evaluating individudal 1 - ab508a9489c0ae4c. Mean loss in evaluation epoch: 0.3178526759147644, epochs needed: 20
evaluating individudal 2 - 2378b7d0255427b1. Mean loss in evaluation epoch: 0.3173823952674866, epochs needed: 20
evaluating individudal 3 - 3fbe4a36e947756c. Mean loss in evaluation epoch: 0.3185446858406067, epochs needed: 20
evaluating individudal 4 - 0f12e91a9580ac2a. Mean loss in evaluation epoch: 0.32033365964889526, epochs needed: 20
evaluating individudal 5 - 5eccd7fb12dc4f65. Mean loss in evaluation epoch: 0.3186655044555664, epochs needed: 20
evaluating individudal 6 - b32aada36cfb513b. Mean loss in evaluation epoch: 0.3185398578643799, epochs needed: 20
evaluating individudal 7 - a1b91061e6dff76d. Mean loss in evaluation epoch: 0.3193979561328888, epochs needed: 20
evaluating individudal 8 - e0ced2b30eef1349. Mean loss in evaluation epoch: 0.31897181272506714, epochs needed: 20
evaluating individudal 9 - fa9df357b57f2b39. Mean loss in evaluation epoch: 0.32013359665870667, epochs needed: 20
evaluating individudal 10 - fcb8cdb39f448f67. Mean loss in evaluation epoch: 0.317779004573822, epochs needed: 20
evaluating individudal 11 - 0df7e4c896d65336. Mean loss in evaluation epoch: 0.3188062906265259, epochs needed: 20
evaluating individudal 12 - be4c25b50f2258c7. Mean loss in evaluation epoch: 0.3187713027000427, epochs needed: 20
evaluating individudal 13 - 38ab5904bbfdc857. Mean loss in evaluation epoch: 0.3185340166091919, epochs needed: 20
evaluating individudal 14 - 4dfa77e346e6d3a9. Mean loss in evaluation epoch: 0.318069189786911, epochs needed: 20
evaluating individudal 15 - 2dff26ce61fbf3ff. Mean loss in evaluation epoch: 0.32009246945381165, epochs needed: 20
evaluating individudal 16 - f83ffa3a0bc44537. Mean loss in evaluation epoch: 0.3183678388595581, epochs needed: 20
evaluating individudal 17 - 6fe4cb3f09faaaeb. Mean loss in evaluation epoch: 0.31829607486724854, epochs needed: 20
evaluating individudal 18 - 6c6cb8d8c5732d9f. Mean loss in evaluation epoch: 0.3177720308303833, epochs needed: 20
evaluating individudal 19 - 6323024923e422be. Mean loss in evaluation epoch: 0.3195140063762665, epochs needed: 20
evaluating individudal 20 - 9cb1bedaee3be2b2. Mean loss in evaluation epoch: 0.3171743154525757, epochs needed: 20
evaluating individudal 21 - 5e7380c5334aa0c9. Mean loss in evaluation epoch: 0.32028740644454956, epochs needed: 20
evaluating individudal 22 - 09c85e064f1baef5. Mean loss in evaluation epoch: 0.31849369406700134, epochs needed: 20
evaluating individudal 23 - 26f8e729c9c00284. Mean loss in evaluation epoch: 0.3178647756576538, epochs needed: 20
evaluating individudal 24 - 1fa2d41e2dcb6a22. Mean loss in evaluation epoch: 0.3195804953575134, epochs needed: 20
evaluating individudal 25 - dfb7a39ed507ce89. Mean loss in evaluation epoch: 0.31785520911216736, epochs needed: 20
evaluating individudal 26 - b3bfd9a57fe21a47. Mean loss in evaluation epoch: 0.3201788365840912, epochs needed: 20
evaluating individudal 27 - 9bbdb9854aab062d. Mean loss in evaluation epoch: 0.3201614022254944, epochs needed: 20
evaluating individudal 28 - 8ee1a1c6ff1ffa73. Mean loss in evaluation epoch: 0.3198564946651459, epochs needed: 20
evaluating individudal 29 - 434a0e5c3192df48. Mean loss in evaluation epoch: 0.31760263442993164, epochs needed: 20
evaluating individudal 30 - 567d1c8c0dbc7936. Mean loss in evaluation epoch: 0.3182506859302521, epochs needed: 20
evaluating individudal 31 - 10e4c38818d9b738. Mean loss in evaluation epoch: 0.3177044093608856, epochs needed: 20
evaluating individudal 32 - 4ba47bfea99548fc. Mean loss in evaluation epoch: 0.31822916865348816, epochs needed: 20
evaluating individudal 33 - fbeda7dbe6779d27. Mean loss in evaluation epoch: 0.32019028067588806, epochs needed: 20
evaluating individudal 34 - 853d51a8420d2952. Mean loss in evaluation epoch: 0.3174216151237488, epochs needed: 20
evaluating individudal 35 - f3086350f8f90b10. Mean loss in evaluation epoch: 0.31746119260787964, epochs needed: 20
evaluating individudal 36 - 3bdb366ae4232f62. Mean loss in evaluation epoch: 0.31747961044311523, epochs needed: 20
evaluating individudal 37 - 7b50a8a02e6a718d. Mean loss in evaluation epoch: 0.31828129291534424, epochs needed: 20
evaluating individudal 38 - 482013990d4cd3c8. Mean loss in evaluation epoch: 0.31835654377937317, epochs needed: 20
evaluating individudal 39 - a708a2c6310a9e43. Mean loss in evaluation epoch: 0.31989586353302, epochs needed: 20
